name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007
				OtherProperties,"25,232,426,000,000","3,073,609,000,000","22,793,052,000,000","21,851,947,000,000","2,756,598,000,000","2,438,793,000,000","2,384,934,000,000","2,333,792,000,000","2,410,809,000,000","2,343,038,000,000","2,160,769,000,000","2,094,238,000,000","1,917,450,000,000","1,722,952,000,000","1,442,420,000,000","1,426,492,000,000","1,416,552,000,000","1,401,968,000,000","1,457,101,000,000","1,428,099,000,000","1,399,744,000,000","1,384,868,000,000","1,334,429,000,000","1,384,195,000,000","1,356,871,000,000","1,334,592,000,000","1,346,891,000,000","1,295,461,000,000","1,245,861,000,000","1,230,711,000,000","1,145,882,000,000","1,166,760,000,000","1,167,421,000,000","1,145,710,000,000","1,109,579,000,000","1,097,860,000,000","1,076,744,000,000","1,011,840,000,000","1,001,107,000,000","982,350,000,000","868,868,000,000","849,572,000,000","829,963,000,000","799,776,000,000","725,696,000,000","726,668,000,000","5,391,927,000,000","5,207,871,000,000","4,982,344,000,000","10,666,000,000","506,184,000,000","503,121,000,000","511,613,000,000","0","507,205,000,000","503,764,000,000","505,490,000,000","12,935,000,000","394,712,000,000","390,676,000,000","386,139,000,000"
				ConstructionInProgress,,"3,922,001,000,000",,,"4,277,531,000,000","4,314,704,000,000","4,105,132,000,000","4,309,207,000,000","4,220,763,000,000","4,460,817,000,000","3,703,930,000,000","2,660,296,000,000","3,221,681,000,000","2,815,392,000,000","2,032,063,000,000","1,997,779,000,000","1,682,918,000,000","1,503,717,000,000","954,896,000,000","895,111,000,000","669,400,000,000","511,144,000,000","549,015,000,000","605,876,000,000","537,886,000,000","575,598,000,000","487,435,000,000","932,062,000,000","864,048,000,000","728,574,000,000","986,955,000,000","900,141,000,000","846,011,000,000","898,136,000,000","1,237,956,000,000","1,314,065,000,000","1,132,527,000,000","1,595,211,000,000","1,912,644,000,000","1,876,510,000,000","1,892,281,000,000","1,796,399,000,000","1,549,576,000,000","1,469,327,000,000","1,422,178,000,000","1,094,469,000,000",,,,"514,095,000,000","477,899,000,000","498,187,000,000","403,847,000,000","367,483,000,000","372,060,000,000","363,918,000,000","341,815,000,000","306,643,000,000","214,253,000,000","214,718,000,000","399,556,000,000"
			AccumulatedDepreciation,,"-17,009,071,000,000",,,"-15,124,119,000,000","-14,693,394,000,000","-14,738,888,000,000","-14,309,640,000,000","-14,360,821,000,000","-13,779,686,000,000","-13,404,776,000,000","-13,067,178,000,000","-12,813,140,000,000","-12,423,430,000,000","-12,201,047,000,000","-12,012,422,000,000","-11,735,632,000,000","-11,372,734,000,000","-11,319,678,000,000","-11,190,901,000,000","-10,913,807,000,000","-10,546,376,000,000","-10,101,874,000,000","-10,007,158,000,000","-9,662,398,000,000","-9,383,670,000,000","-9,264,532,000,000","-8,997,984,000,000","-8,807,280,000,000","-8,531,574,000,000","-8,246,467,000,000","-7,916,804,000,000","-7,723,112,000,000","-7,554,173,000,000","-7,320,747,000,000","-7,154,817,000,000","-6,870,269,000,000","-6,612,006,000,000","-6,434,194,000,000","-6,257,405,000,000","-6,072,101,000,000","-5,895,266,000,000","-5,753,807,000,000","-5,452,503,000,000","-5,500,765,000,000","-5,384,780,000,000",,,,,"-3,910,228,000,000","-3,821,514,000,000","-4,247,818,000,000","-4,195,936,000,000","-4,113,960,000,000","-4,035,116,000,000","-3,961,714,000,000","-3,911,227,000,000","-3,565,810,000,000","-3,493,006,000,000","-3,416,744,000,000"
		GoodwillAndOtherIntangibleAssets,"2,491,565,000,000","2,444,303,000,000","2,423,749,000,000","2,365,168,000,000","2,350,363,000,000","2,279,917,000,000","2,370,550,000,000","2,339,107,000,000","2,218,337,000,000","2,206,229,000,000","2,203,614,000,000","2,129,578,000,000","2,114,480,000,000","2,006,238,000,000","1,826,279,000,000","1,857,954,000,000","1,847,837,000,000","1,823,155,000,000","1,816,357,000,000","1,797,276,000,000","1,776,750,000,000","832,144,000,000","761,468,000,000","751,711,000,000","513,227,000,000","501,886,000,000","497,628,000,000","467,800,000,000","534,634,000,000","525,020,000,000","496,520,000,000","487,973,000,000","271,694,000,000","263,093,000,000","250,108,000,000","243,888,000,000","238,114,000,000","233,893,000,000","221,865,000,000","212,445,000,000","208,945,000,000","207,172,000,000","196,785,000,000","190,960,000,000","186,955,000,000","180,115,000,000","171,905,000,000","171,011,000,000","165,817,000,000","-97,284,000,000","-98,042,000,000","-108,497,000,000","-109,055,000,000","-112,884,000,000","-126,510,000,000","-166,068,000,000","-174,984,000,000","-182,776,000,000","-189,681,000,000","-192,096,000,000","-203,367,000,000"
			Goodwill,,"803,924,000,000",,,"893,605,000,000","887,037,000,000","1,012,940,000,000","1,017,117,000,000","1,020,857,000,000","1,010,534,000,000","1,022,826,000,000","1,018,642,000,000","1,016,856,000,000","1,006,450,000,000","929,476,000,000","930,322,000,000","925,132,000,000","925,593,000,000","932,672,000,000","932,005,000,000","929,795,000,000","252,253,000,000","222,201,000,000","224,896,000,000","141,859,000,000","143,599,000,000","145,714,000,000","139,096,000,000","212,461,000,000","211,521,000,000","200,584,000,000","200,584,000,000","33,415,000,000","33,415,000,000","33,415,000,000","33,415,000,000","33,415,000,000","33,415,000,000","33,415,000,000","33,415,000,000","33,415,000,000","33,415,000,000","33,415,000,000","33,415,000,000","33,415,000,000","33,415,000,000",,,,"28,285,000,000","29,568,000,000","30,850,000,000","32,133,000,000","33,415,000,000","34,698,000,000","9,454,000,000","10,084,000,000","10,714,000,000",,,
			OtherIntangibleAssets,"2,491,565,000,000","1,640,379,000,000","2,423,749,000,000","2,365,168,000,000","1,456,758,000,000","1,392,880,000,000","1,357,610,000,000","1,321,990,000,000","1,197,480,000,000","1,195,695,000,000","1,180,788,000,000","1,110,936,000,000","1,097,624,000,000","999,788,000,000","896,803,000,000","927,632,000,000","922,705,000,000","897,562,000,000","883,685,000,000","865,271,000,000","846,955,000,000","579,891,000,000","539,267,000,000","526,815,000,000","371,368,000,000","358,287,000,000","351,914,000,000","328,704,000,000","322,173,000,000","313,499,000,000","295,936,000,000","287,389,000,000","238,279,000,000","229,678,000,000","216,693,000,000","210,473,000,000","204,699,000,000","200,478,000,000","188,450,000,000","179,030,000,000","175,530,000,000","173,757,000,000","163,370,000,000","157,545,000,000","153,540,000,000","146,700,000,000","171,905,000,000","171,011,000,000","165,817,000,000","-125,569,000,000","-127,610,000,000","-139,347,000,000","-141,188,000,000","-146,299,000,000","-161,208,000,000","-175,522,000,000","-185,068,000,000","-193,490,000,000","-189,681,000,000","-192,096,000,000","-203,367,000,000"
		InvestmentProperties,"56,511,000,000","56,297,000,000","53,931,000,000","54,247,000,000","54,514,000,000","49,433,000,000","48,684,000,000","53,805,000,000","52,858,000,000","53,328,000,000","1,005,000,000","941,000,000","945,000,000","950,000,000","956,000,000","1,021,000,000","1,024,000,000","1,027,000,000","2,264,000,000","2,272,000,000","2,279,000,000","2,287,000,000","14,163,000,000","14,199,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,,"143,569,000,000","105,849,000,000","3,627,000,000",,,"3,127,000,000","1,234,000,000",,"10,492,000,000","33,355,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,375,000,000","35,420,000,000","41,693,000,000","72,721,000,000","51,845,000,000","76,526,000,000","29,318,000,000","5,300,000,000","1,035,000,000",,,"180,000,000"
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,,,,,"97,584,000,000","99,023,000,000","96,125,000,000","47,037,000,000","34,708,000,000","34,393,000,000","36,198,000,000","29,118,000,000","31,473,000,000","30,337,000,000","30,124,000,000","30,982,000,000","31,475,000,000","32,011,000,000","34,406,000,000","36,133,000,000","37,575,000,000","40,071,000,000","40,472,000,000","40,997,000,000","42,158,000,000","44,055,000,000","45,157,000,000","45,939,000,000","47,493,000,000","46,859,000,000",,"45,819,000,000",,,,,"11,480,000,000","20,652,000,000","19,395,000,000",,"19,562,000,000","19,669,000,000","19,751,000,000",,"19,906,000,000","19,972,000,000","20,036,000,000"
		DefinedPensionBenefit,"12,773,000,000","45,050,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"74,223,000,000","-216,267,000,000","-152,256,000,000","48,833,000,000","70,167,000,000","87,345,000,000","144,739,000,000","153,836,000,000","149,746,000,000","123,448,000,000","16,345,000,000","78,387,000,000","116,122,000,000","112,380,000,000","97,823,000,000","103,643,000,000","103,810,000,000","104,163,000,000","10,922,000,000","10,916,000,000","10,914,000,000","10,920,000,000","10,914,000,000","10,928,000,000","10,920,000,000","10,919,000,000","46,988,000,000","48,078,000,000","58,631,000,000","58,638,000,000","94,000,000","94,000,000","100,000,000","98,000,000","70,000,000","73,000,000","69,000,000","25,000,000","40,267,000,000","27,000,000","35,622,000,000","27,000,000","26,000,000","28,938,000,000","45,418,000,000","27,000,000","36,377,000,000","36,468,000,000","35,068,000,000","62,288,000,000","49,100,000,000","49,054,000,000","60,573,000,000","78,667,000,000","60,851,000,000","60,833,000,000","59,965,000,000","75,067,000,000","49,606,000,000","49,580,000,000","34,626,000,000"
TotalLiabilitiesNetMinorityInterest,"28,926,355,000,000","27,925,314,000,000","27,143,387,000,000","25,243,950,000,000","25,064,731,000,000","22,598,454,000,000","21,198,289,000,000","20,733,879,000,000","19,705,039,000,000","16,640,637,000,000","16,039,976,000,000","15,156,692,000,000","14,012,994,000,000","11,622,009,000,000","11,161,946,000,000","10,390,608,000,000","9,905,259,000,000","8,702,644,000,000","7,585,752,000,000","7,136,483,000,000","7,265,334,000,000","6,436,093,000,000","6,367,397,000,000","6,362,347,000,000","5,753,936,000,000","5,475,206,000,000","5,467,764,000,000","5,734,051,000,000","5,922,022,000,000","5,861,794,000,000","6,165,798,000,000","5,830,517,000,000","6,594,417,000,000","5,720,802,000,000","6,030,623,000,000","6,645,732,000,000","6,641,946,000,000","5,815,798,000,000","6,377,631,000,000","5,832,428,000,000","6,604,850,000,000","5,577,875,000,000","5,551,758,000,000","5,441,591,000,000","5,741,833,000,000","4,829,624,000,000","4,657,230,000,000","5,144,899,000,000","5,092,460,000,000","2,874,492,000,000","2,981,745,000,000","2,898,960,000,000","3,631,572,000,000",,"3,734,203,000,000","3,208,133,000,000","3,221,193,000,000",,"3,080,402,000,000","3,131,558,000,000","3,271,766,000,000"
	CurrentLiabilities,"16,965,848,000,000","15,062,096,000,000","14,865,444,000,000","14,602,662,000,000","14,101,983,000,000","12,624,219,000,000","11,575,488,000,000","10,976,856,000,000","9,868,957,000,000","8,941,529,000,000","8,010,251,000,000","7,362,229,000,000","8,026,428,000,000","7,273,534,000,000","7,325,457,000,000","6,622,143,000,000","6,773,548,000,000","6,644,689,000,000","5,150,489,000,000","4,806,849,000,000","5,900,232,000,000","5,446,851,000,000","5,533,923,000,000","5,647,502,000,000","5,238,754,000,000","4,798,981,000,000","4,583,496,000,000","4,813,109,000,000","4,991,616,000,000","4,809,049,000,000","5,147,456,000,000","4,617,585,000,000","5,460,291,000,000","4,597,877,000,000","4,645,624,000,000","5,137,884,000,000","5,123,656,000,000","4,338,012,000,000","4,881,561,000,000","4,679,162,000,000","5,419,523,000,000","4,723,904,000,000","5,093,135,000,000","5,163,409,000,000","5,239,017,000,000","4,277,392,000,000","3,915,182,000,000","4,319,155,000,000","4,380,437,000,000","2,265,002,000,000","2,380,620,000,000","2,165,180,000,000","2,520,190,000,000","2,162,325,000,000","2,820,383,000,000","2,281,011,000,000","1,963,871,000,000","2,030,207,000,000","1,896,248,000,000","1,918,456,000,000","2,050,136,000,000"
		CurrentProvisions,"1,424,512,000,000","1,572,676,000,000","1,763,342,000,000","1,129,077,000,000","1,035,998,000,000","1,036,576,000,000","355,236,000,000","407,523,000,000","417,390,000,000","446,972,000,000","191,658,000,000","210,107,000,000","208,008,000,000","107,666,000,000","75,061,000,000","57,933,000,000","89,502,000,000","62,940,000,000","53,156,000,000","56,754,000,000","57,494,000,000","51,694,000,000","22,077,000,000","13,079,000,000","14,609,000,000","9,605,000,000","4,127,000,000","3,946,000,000","4,146,000,000","5,265,000,000","3,471,000,000","3,488,000,000","3,956,000,000","2,045,000,000","2,240,000,000","1,869,000,000","2,471,000,000","1,943,000,000","2,042,000,000","2,316,000,000","2,026,000,000","7,229,000,000","8,626,000,000","7,637,000,000","7,163,000,000","4,949,000,000","5,120,000,000","5,662,000,000","5,140,000,000","5,304,000,000","5,268,000,000","4,230,000,000","6,512,000,000",,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"4,370,159,000,000","3,477,080,000,000","3,388,860,000,000","3,040,286,000,000","1,774,976,000,000","1,548,815,000,000","2,509,078,000,000","2,860,214,000,000","2,431,233,000,000","1,356,097,000,000","1,743,523,000,000","1,431,852,000,000","1,630,131,000,000","1,613,146,000,000","2,037,418,000,000","1,903,102,000,000","1,593,245,000,000","1,451,324,000,000","1,361,389,000,000","1,454,444,000,000","2,174,888,000,000","2,212,641,000,000","2,890,001,000,000","2,952,977,000,000","2,349,663,000,000","2,150,778,000,000","2,120,998,000,000","2,293,332,000,000","2,225,358,000,000","2,205,720,000,000","2,561,391,000,000","2,189,766,000,000","2,530,874,000,000","2,206,848,000,000","2,087,064,000,000","2,112,758,000,000","1,875,758,000,000","1,751,781,000,000","1,789,312,000,000","1,791,779,000,000","1,900,822,000,000","1,837,637,000,000","2,298,004,000,000","2,247,504,000,000","1,929,584,000,000","1,620,581,000,000","1,529,975,000,000","1,901,794,000,000","1,859,780,000,000","454,648,000,000","559,702,000,000","569,138,000,000","691,443,000,000","575,142,000,000","775,051,000,000","465,787,000,000","157,315,000,000","366,283,000,000","453,399,000,000","463,545,000,000","538,339,000,000"
			CurrentDebt,"4,295,302,000,000","3,405,215,000,000","3,334,114,000,000","2,982,979,000,000","1,707,697,000,000","1,493,426,000,000","2,462,783,000,000","2,810,550,000,000","2,372,082,000,000","1,300,989,000,000","1,721,795,000,000","1,413,240,000,000","1,615,137,000,000","1,608,138,000,000","2,032,363,000,000","1,898,072,000,000","1,593,245,000,000","1,451,324,000,000","1,361,389,000,000","1,454,444,000,000","2,174,888,000,000","2,212,641,000,000","2,890,001,000,000","2,952,977,000,000","2,349,663,000,000","2,145,893,000,000","2,120,998,000,000","2,293,332,000,000","2,225,358,000,000","2,205,720,000,000","2,561,391,000,000","2,189,766,000,000","2,530,874,000,000","2,206,848,000,000","2,087,064,000,000","2,112,758,000,000","1,875,758,000,000","1,751,781,000,000","1,787,198,000,000","1,791,779,000,000","1,900,822,000,000","1,837,637,000,000","2,298,004,000,000","2,247,504,000,000","1,929,584,000,000","1,620,581,000,000","1,529,975,000,000","1,901,794,000,000","1,859,780,000,000","454,648,000,000","559,702,000,000","569,138,000,000","691,443,000,000","575,142,000,000","775,051,000,000","465,787,000,000","157,315,000,000","366,283,000,000","453,399,000,000","463,545,000,000","538,339,000,000"
			CurrentCapitalLeaseObligation,"74,857,000,000","71,865,000,000","54,746,000,000","57,307,000,000","67,279,000,000","55,389,000,000","46,295,000,000","49,664,000,000","59,151,000,000","55,108,000,000","21,728,000,000","18,612,000,000","14,994,000,000","5,008,000,000","5,055,000,000","5,030,000,000",,,,,,,,,,"4,885,000,000",,,,,,,,,,,,,"2,114,000,000",,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"5,892,000,000","79,000,000","111,000,000","537,000,000","3,953,000,000","4,875,000,000","13,035,000,000","32,666,000,000","33,986,000,000","25,157,000,000","21,488,000,000","24,471,000,000","16,849,000,000","11,700,000,000",,"37,689,000,000",,"1,857,064,000,000","1,127,223,000,000","1,016,066,000,000","970,704,000,000","977,806,000,000","891,471,000,000","845,313,000,000","896,930,000,000","832,495,000,000","794,845,000,000","803,323,000,000","522,000,000","496,000,000","153,267,000,000","126,785,000,000","87,809,000,000","60,900,000,000","62,033,000,000","47,425,000,000","65,822,000,000","56,819,000,000","1,006,835,000,000","898,612,000,000","967,415,000,000","55,516,000,000","1,047,759,000,000","937,288,000,000","72,275,000,000","21,599,000,000","94,778,000,000","76,416,000,000","360,382,000,000","4,362,000,000","4,178,000,000","3,144,000,000","3,616,000,000","4,333,000,000","2,739,000,000","2,370,000,000","2,504,000,000","1,785,000,000","502,000,000","1,000,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"11,960,507,000,000","12,863,218,000,000","12,277,943,000,000","10,641,288,000,000","10,962,748,000,000","9,974,235,000,000","9,622,801,000,000","9,757,023,000,000","9,836,082,000,000","7,699,108,000,000","8,029,725,000,000","7,794,463,000,000","5,986,566,000,000","4,348,475,000,000","3,836,489,000,000","3,768,465,000,000","3,131,711,000,000","2,057,955,000,000","2,435,263,000,000","2,329,634,000,000","1,365,102,000,000","989,242,000,000","833,474,000,000","714,845,000,000","515,182,000,000","676,225,000,000","884,268,000,000","920,942,000,000","930,406,000,000","1,052,745,000,000","1,018,342,000,000","1,212,932,000,000","1,134,126,000,000","1,122,925,000,000","1,384,999,000,000","1,507,848,000,000","1,518,290,000,000","1,477,786,000,000","1,496,070,000,000","1,153,266,000,000","1,185,327,000,000","853,971,000,000","458,623,000,000","278,182,000,000","502,816,000,000","552,232,000,000","742,048,000,000","825,744,000,000","712,023,000,000","609,490,000,000","601,125,000,000","733,780,000,000","1,111,382,000,000",,"913,820,000,000","927,122,000,000","1,257,322,000,000",,"1,184,154,000,000","1,213,102,000,000","1,221,630,000,000"
		LongTermProvisions,"559,226,000,000","636,953,000,000","591,251,000,000","624,863,000,000","305,611,000,000","328,556,000,000","290,465,000,000","297,681,000,000","282,063,000,000","264,599,000,000","252,407,000,000","249,450,000,000","235,880,000,000","218,287,000,000","174,040,000,000","169,599,000,000","153,337,000,000","163,476,000,000","207,785,000,000","195,969,000,000","162,584,000,000","133,821,000,000","157,550,000,000","132,771,000,000","30,898,000,000","26,907,000,000","24,610,000,000","23,215,000,000","22,055,000,000","23,434,000,000","22,705,000,000","21,034,000,000","18,907,000,000","17,481,000,000","15,804,000,000","14,451,000,000","13,178,000,000","11,263,000,000","9,040,000,000","6,931,000,000","5,959,000,000","2,314,000,000",,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"10,323,993,000,000","11,288,654,000,000","10,629,991,000,000","8,987,577,000,000","9,650,600,000,000","8,637,302,000,000","8,856,205,000,000","9,001,026,000,000","9,122,501,000,000","7,058,171,000,000","7,210,495,000,000","7,048,585,000,000","5,274,651,000,000","3,708,001,000,000","3,262,378,000,000","3,210,899,000,000","2,643,036,000,000","1,593,625,000,000","1,915,017,000,000","1,868,886,000,000","971,721,000,000","678,000,000,000","397,392,000,000","336,432,000,000","312,792,000,000","507,928,000,000","617,002,000,000","678,971,000,000","623,024,000,000","727,830,000,000","636,328,000,000","886,996,000,000","816,605,000,000","803,634,000,000","1,041,690,000,000","1,194,480,000,000","1,225,845,000,000","1,195,126,000,000","1,235,494,000,000","948,103,000,000","972,036,000,000","689,081,000,000","373,554,000,000","202,572,000,000","405,479,000,000","480,510,000,000","609,886,000,000","704,987,000,000","575,325,000,000","404,239,000,000","413,793,000,000","554,264,000,000","918,859,000,000","819,944,000,000","753,411,000,000","784,891,000,000","1,111,555,000,000","991,311,000,000","1,042,461,000,000","1,077,767,000,000","1,012,062,000,000"
			LongTermDebt,"10,073,057,000,000","11,041,274,000,000","10,426,817,000,000","8,789,735,000,000","9,424,375,000,000","8,508,066,000,000","8,746,921,000,000","8,890,335,000,000","8,894,307,000,000","6,836,034,000,000","7,100,213,000,000","6,950,322,000,000","5,184,924,000,000","3,684,765,000,000","3,236,883,000,000","3,185,563,000,000","2,615,499,000,000","1,566,258,000,000","1,885,368,000,000","1,839,459,000,000","939,939,000,000","647,728,000,000","364,947,000,000","304,238,000,000","278,440,000,000","473,842,000,000","580,771,000,000","641,892,000,000","623,024,000,000","727,830,000,000","636,328,000,000","886,996,000,000","816,605,000,000","803,634,000,000","1,039,998,000,000","1,192,559,000,000","1,223,344,000,000","1,192,052,000,000","1,231,868,000,000","943,925,000,000","967,327,000,000","683,847,000,000","367,814,000,000","196,327,000,000","398,750,000,000","473,298,000,000","602,211,000,000","696,849,000,000","566,741,000,000","404,239,000,000","413,793,000,000","554,264,000,000","918,859,000,000","819,944,000,000","753,411,000,000","784,891,000,000","1,111,555,000,000","991,311,000,000","1,042,461,000,000","1,077,767,000,000","1,012,062,000,000"
			LongTermCapitalLeaseObligation,"250,936,000,000","247,380,000,000","203,174,000,000","197,842,000,000","226,225,000,000","129,236,000,000","109,284,000,000","110,691,000,000","228,194,000,000","222,137,000,000","110,282,000,000","98,263,000,000","89,727,000,000","23,236,000,000","25,495,000,000","25,336,000,000","27,537,000,000","27,367,000,000","29,649,000,000","29,427,000,000","31,782,000,000","30,272,000,000","32,445,000,000","32,194,000,000","34,352,000,000","34,086,000,000","36,231,000,000","37,079,000,000",,,,,,,"1,692,000,000","1,921,000,000","2,501,000,000","3,074,000,000","3,626,000,000","4,178,000,000","4,709,000,000","5,234,000,000","5,740,000,000","6,245,000,000","6,729,000,000","7,212,000,000","7,675,000,000","8,138,000,000","8,584,000,000",,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,"16,103,000,000","15,623,000,000","13,336,000,000","11,839,000,000","11,788,000,000","11,927,000,000","11,951,000,000","13,909,000,000","11,487,000,000","10,951,000,000","10,555,000,000","9,793,000,000","9,680,000,000","9,984,000,000","10,137,000,000","10,265,000,000","10,181,000,000","8,646,000,000","8,756,000,000","8,620,000,000","11,305,000,000","14,307,000,000","6,699,000,000","6,955,000,000","19,194,000,000","1,680,000,000","30,744,000,000","17,238,000,000","41,136,000,000","54,645,000,000","56,215,000,000","62,049,000,000","65,549,000,000","76,346,000,000","4,740,000,000","4,826,000,000","4,820,000,000","15,070,000,000",,,,"41,329,000,000",,,"49,504,000,000","47,792,000,000","45,583,000,000","43,305,000,000","32,492,000,000","18,791,000,000","6,211,000,000","6,209,000,000","6,210,000,000","5,864,000,000","6,095,000,000","6,084,000,000","6,104,000,000","6,260,000,000","5,996,000,000","6,061,000,000","6,366,000,000"
		NonCurrentAccruedExpenses,"74,598,000,000","73,880,000,000","66,778,000,000","65,487,000,000","63,104,000,000","63,019,000,000","62,646,000,000","61,879,000,000","60,611,000,000","59,514,000,000","56,348,000,000","54,987,000,000","53,657,000,000","52,359,000,000","47,956,000,000","46,674,000,000","45,673,000,000","44,663,000,000","42,102,000,000",,"36,055,000,000","30,267,000,000","29,933,000,000","29,087,000,000","28,056,000,000","27,852,000,000","21,619,000,000","14,436,000,000","7,188,000,000",,,,,,,,,,,,,,,,,,,,,"10,200,000,000","7,650,000,000","5,100,000,000",,,,"5,805,000,000","7,504,000,000","26,518,000,000","17,820,000,000","7,580,000,000","3,099,000,000"
		DerivativeProductLiabilities,,"126,000,000",,"1,929,000,000","19,039,000,000","41,768,000,000",,,"12,306,000,000","930,000,000",,"18,138,000,000","30,827,000,000","30,384,000,000","2,442,000,000","534,000,000",,,,,,,,,,,,,,,,,,,,,,,,"58,000,000","55,000,000",,"912,000,000","1,010,000,000","1,205,000,000","1,545,000,000",,,"39,839,000,000","35,064,000,000","29,876,000,000","34,229,000,000","32,627,000,000","26,961,000,000","2,904,000,000",,"4,176,000,000","1,781,000,000","4,982,000,000","3,505,000,000","1,462,000,000"
		OtherNonCurrentLiabilities,,,,,,,,,,,,,,,,,,,,"38,875,000,000",,,,,,,,,,,,,,,,,,,"15,824,000,000","17,418,000,000","37,417,000,000",,"19,368,000,000","22,984,000,000",,,,,"71,000,000",,,,,,,,,,,,
