name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008
			CurrentCapitalLeaseObligation,"36,515,000,000","37,204,000,000","37,449,000,000","38,072,000,000","38,757,000,000","36,226,000,000","42,083,000,000","43,546,000,000","44,529,000,000","41,545,000,000","41,784,000,000","42,901,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"253,389,000,000","193,708,000,000","171,658,000,000","174,863,000,000","173,204,000,000","193,312,000,000","170,975,000,000","169,087,000,000","172,162,000,000","206,952,000,000","178,131,000,000","291,636,000,000","211,677,000,000","227,425,000,000","240,715,000,000","258,273,000,000","425,157,000,000","640,099,000,000","287,014,000,000","329,681,000,000","329,562,000,000","882,989,000,000","318,988,000,000","322,431,000,000","365,623,000,000","487,872,000,000","344,954,000,000","375,473,000,000","403,231,000,000","377,048,000,000","312,687,000,000","343,043,000,000","295,860,000,000","379,751,000,000","310,661,000,000","341,557,000,000","330,238,000,000",,"979,408,000,000","1,040,521,000,000","326,974,000,000","271,081,000,000","575,191,000,000","573,761,000,000","344,155,000,000","295,831,000,000","294,058,000,000","620,910,000,000","1,079,006,000,000","625,388,000,000","988,217,000,000","1,112,186,000,000","1,152,239,000,000","725,429,000,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"857,988,000,000","893,169,000,000","931,751,000,000","930,146,000,000","941,225,000,000","1,040,458,000,000","1,089,853,000,000","1,100,684,000,000","909,090,000,000","874,080,000,000","791,911,000,000","825,931,000,000","719,880,000,000","734,972,000,000","836,765,000,000","877,298,000,000","1,016,537,000,000","1,112,569,000,000","1,645,231,000,000","1,754,453,000,000","1,826,814,000,000","1,438,286,000,000","1,643,612,000,000","1,669,592,000,000","1,689,074,000,000","1,717,073,000,000","1,745,423,000,000","1,832,821,000,000","1,858,553,000,000","1,952,911,000,000","2,002,257,000,000","1,974,879,000,000","1,997,250,000,000","2,090,509,000,000","2,029,559,000,000","2,037,302,000,000","1,946,486,000,000","1,868,497,000,000","1,793,550,000,000","1,833,437,000,000","1,835,464,000,000","1,648,992,000,000","1,680,940,000,000","1,701,394,000,000","1,635,884,000,000","1,632,544,000,000","1,739,636,000,000","1,835,106,000,000","1,821,582,000,000","1,626,171,000,000","1,539,857,000,000","1,445,045,000,000","1,563,501,000,000","1,557,474,000,000"
		LongTermProvisions,,,,,,,,,,,,,,,,,,,,"207,816,000,000","543,897,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"390,227,000,000","420,361,000,000","459,090,000,000","459,250,000,000","462,957,000,000","457,551,000,000","477,256,000,000","482,950,000,000","287,973,000,000","270,142,000,000","180,510,000,000","202,146,000,000","76,935,000,000","129,512,000,000","200,242,000,000","240,002,000,000","390,860,000,000","454,838,000,000","421,322,000,000","458,458,000,000","518,171,000,000","535,505,000,000","782,354,000,000","835,174,000,000","831,300,000,000","923,400,000,000","990,594,000,000","1,021,828,000,000","1,045,005,000,000","1,129,489,000,000","1,207,791,000,000","1,180,181,000,000","1,184,864,000,000","1,188,375,000,000","1,135,249,000,000","1,124,666,000,000","1,038,448,000,000","940,570,000,000","1,039,199,000,000","1,060,596,000,000","909,620,000,000","750,452,000,000","767,300,000,000","769,544,000,000","789,419,000,000","781,930,000,000","885,338,000,000","960,938,000,000","1,105,927,000,000","776,768,000,000","923,639,000,000","817,973,000,000","929,552,000,000","740,710,000,000"
			LongTermDebt,"390,227,000,000","343,420,000,000","379,104,000,000","379,344,000,000","462,957,000,000","372,451,000,000","373,118,000,000","482,950,000,000","287,973,000,000","270,142,000,000","180,510,000,000","202,146,000,000","76,935,000,000","129,512,000,000","200,242,000,000","240,002,000,000","390,860,000,000","454,838,000,000","421,322,000,000","458,458,000,000","518,171,000,000","535,505,000,000","782,354,000,000","835,174,000,000","831,300,000,000","923,400,000,000","990,594,000,000","1,021,828,000,000","1,045,005,000,000","1,129,489,000,000","1,207,791,000,000","1,180,181,000,000","1,184,864,000,000","1,188,375,000,000","1,135,249,000,000","1,124,666,000,000","1,038,448,000,000","940,570,000,000","1,039,199,000,000","1,060,596,000,000","909,620,000,000","750,452,000,000","767,300,000,000","769,544,000,000","789,419,000,000","781,930,000,000","885,338,000,000","960,938,000,000","1,105,927,000,000","776,768,000,000","923,639,000,000","817,973,000,000","929,552,000,000","740,710,000,000"
			LongTermCapitalLeaseObligation,,"76,941,000,000","79,986,000,000","79,906,000,000",,"85,100,000,000","104,138,000,000",,,"110,951,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"147,264,000,000",,,,,,,,,,,,,
		NonCurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"754,351,000,000","772,841,000,000",,"727,987,000,000","726,672,000,000",,,"702,733,000,000","709,993,000,000","725,620,000,000","715,655,000,000","719,396,000,000","616,218,000,000","627,072,000,000","633,949,000,000",
		OtherNonCurrentLiabilities,"125,101,000,000","126,247,000,000","128,484,000,000","128,807,000,000","127,775,000,000","126,825,000,000","137,986,000,000","135,902,000,000","132,966,000,000","138,396,000,000","140,358,000,000","140,629,000,000","150,943,000,000","138,141,000,000","142,447,000,000","144,958,000,000","126,803,000,000","194,043,000,000","637,776,000,000","486,593,000,000","160,289,000,000","173,412,000,000","145,200,000,000","119,804,000,000","228,372,000,000","234,642,000,000","189,057,000,000","231,818,000,000","230,877,000,000","231,925,000,000","210,432,000,000","199,518,000,000","201,794,000,000","204,551,000,000","198,430,000,000","197,910,000,000","192,588,000,000","168,191,000,000",,,,"170,553,000,000","186,968,000,000","197,541,000,000","150,256,000,000","147,881,000,000","144,305,000,000","-577,072,000,000","-715,655,000,000","-589,389,000,000","-616,218,000,000","-627,072,000,000","-633,949,000,000","816,764,000,000"
TotalEquityGrossMinorityInterest,"1,366,664,000,000","1,245,947,000,000","1,187,466,000,000","1,288,594,000,000","1,304,530,000,000","1,102,576,000,000","1,057,702,000,000","1,040,810,000,000","1,076,426,000,000","1,249,726,000,000","1,300,525,000,000","1,437,692,000,000","1,699,045,000,000","1,821,401,000,000","2,175,713,000,000","2,092,743,000,000","1,010,734,000,000","220,893,000,000","-416,811,000,000","-223,391,000,000","-275,704,000,000","29,924,000,000","698,116,000,000","658,798,000,000","672,258,000,000","946,533,000,000","1,460,589,000,000","1,585,306,000,000","1,565,357,000,000","1,908,504,000,000","1,751,031,000,000","1,642,681,000,000","1,652,327,000,000","1,640,703,000,000","1,529,469,000,000","1,469,368,000,000","1,416,522,000,000","1,383,887,000,000","1,198,625,000,000","1,150,783,000,000","1,236,522,000,000","1,146,360,000,000","1,153,189,000,000","1,179,616,000,000","1,077,064,000,000","1,086,953,000,000","1,064,077,000,000","1,127,622,000,000","1,074,781,000,000","759,281,000,000","965,320,000,000","1,317,134,000,000","1,432,923,000,000","1,392,176,000,000"
	StockholdersEquity,"1,206,634,000,000","1,097,956,000,000","1,045,168,000,000","1,150,518,000,000","1,164,534,000,000","978,446,000,000","935,538,000,000","917,609,000,000","939,806,000,000","1,004,909,000,000","1,057,042,000,000","1,199,071,000,000","1,456,659,000,000","1,586,401,000,000","1,937,337,000,000","1,861,904,000,000","783,135,000,000","-3,893,000,000","-619,767,000,000","-504,251,000,000","-552,947,000,000","-225,687,000,000","363,239,000,000","336,079,000,000","328,874,000,000","527,482,000,000","1,021,814,000,000","1,099,238,000,000","1,083,996,000,000","1,426,463,000,000","1,295,623,000,000","1,209,114,000,000","1,229,066,000,000","1,221,298,000,000","1,127,673,000,000","1,075,284,000,000","1,034,456,000,000","939,200,000,000","825,215,000,000","791,305,000,000","867,268,000,000","801,708,000,000","846,835,000,000","868,119,000,000","775,499,000,000","772,799,000,000","745,796,000,000","797,455,000,000","747,002,000,000","447,346,000,000","669,829,000,000","954,101,000,000","1,049,830,000,000","1,022,265,000,000"
		CapitalStock,"200,869,000,000","200,558,000,000","200,558,000,000","200,558,000,000","200,558,000,000","200,558,000,000","200,175,000,000","200,175,000,000","200,175,000,000","200,175,000,000","200,175,000,000","200,044,000,000","200,044,000,000","200,044,000,000","200,044,000,000","499,999,000,000","499,999,000,000","499,999,000,000","200,000,000,000","200,000,000,000","200,000,000,000","200,000,000,000","200,000,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","0","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","280,281,000,000","280,281,000,000","280,281,000,000","280,276,000,000","280,126,000,000"
			CommonStock,"200,869,000,000","200,558,000,000","200,558,000,000","200,558,000,000","200,558,000,000","200,558,000,000","200,175,000,000","200,175,000,000","200,175,000,000","200,175,000,000","200,175,000,000","200,044,000,000","200,044,000,000","200,044,000,000","200,044,000,000","499,999,000,000","499,999,000,000","499,999,000,000","200,000,000,000","200,000,000,000","200,000,000,000","200,000,000,000","200,000,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","0","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","439,901,000,000","280,281,000,000","280,281,000,000","280,281,000,000","280,276,000,000","280,126,000,000"
		AdditionalPaidInCapital,"0","148,000,000","149,000,000","201,000,000","207,000,000","207,000,000",,,,,"200,175,000,000","200,044,000,000","200,044,000,000","390,000,000","200,044,000,000","359,080,000,000","357,153,000,000","364,256,000,000","127,695,000,000","127,748,000,000","140,144,000,000","175,204,000,000","175,241,000,000","397,468,000,000","399,470,000,000","399,933,000,000","399,935,000,000","401,778,000,000","402,008,000,000","404,141,000,000","404,147,000,000","404,338,000,000","404,564,000,000","404,593,000,000","404,204,000,000","404,187,000,000","404,430,000,000","399,100,000,000","400,122,000,000","401,228,000,000","401,125,000,000","399,555,000,000","839,446,000,000","399,552,000,000","400,880,000,000","400,988,000,000","400,826,000,000","447,733,000,000","447,372,000,000","291,137,000,000","291,137,000,000","291,137,000,000","291,090,000,000","290,936,000,000"
		RetainedEarnings,"1,118,039,000,000","1,040,174,000,000","1,002,351,000,000","1,113,357,000,000","1,127,130,000,000","1,056,761,000,000","1,021,178,000,000","1,006,395,000,000","1,031,231,000,000","1,066,722,000,000","1,163,529,000,000","1,301,976,000,000","1,528,463,000,000","1,696,078,000,000","2,002,630,000,000","1,278,039,000,000","223,615,000,000","-553,354,000,000","-630,181,000,000","-530,070,000,000","-580,396,000,000","-147,245,000,000","500,576,000,000","3,021,000,000","-76,782,000,000","-96,204,000,000","420,524,000,000","370,960,000,000","383,231,000,000","690,403,000,000","666,277,000,000","644,373,000,000","652,367,000,000","640,216,000,000","640,012,000,000","623,783,000,000","635,586,000,000","612,575,000,000","600,190,000,000","562,643,000,000","595,583,000,000","561,487,000,000","539,288,000,000","551,523,000,000","453,862,000,000","449,962,000,000","422,613,000,000","375,376,000,000","337,322,000,000","395,134,000,000","579,145,000,000","716,594,000,000","743,442,000,000","774,461,000,000"
		TreasuryStock,"2,263,000,000","2,244,000,000","2,220,000,000","5,077,000,000","5,054,000,000","5,040,000,000","5,028,000,000","5,014,000,000","5,007,000,000","4,992,000,000","37,251,000,000","34,103,000,000","9,537,000,000","50,681,000,000","2,083,000,000","2,067,000,000","2,060,000,000","2,050,000,000","2,035,000,000","2,006,000,000","1,945,000,000","1,921,000,000","1,901,000,000","1,894,000,000","1,887,000,000","1,881,000,000","1,864,000,000","1,847,000,000","1,821,000,000","1,782,000,000","1,742,000,000","1,709,000,000","1,687,000,000","1,652,000,000","1,608,000,000","1,576,000,000","1,542,000,000","1,523,000,000","1,512,000,000","1,504,000,000","1,498,000,000","1,482,000,000","1,470,000,000","1,461,000,000","1,428,000,000","1,338,000,000","1,325,000,000","1,305,000,000","1,221,000,000","1,210,000,000","1,247,000,000","1,379,000,000","1,221,000,000","1,044,000,000"
	MinorityInterest,"160,030,000,000","147,991,000,000","142,298,000,000","138,076,000,000","139,996,000,000","124,130,000,000","122,164,000,000","123,201,000,000","136,620,000,000","244,817,000,000","243,483,000,000","238,621,000,000","242,386,000,000","235,000,000,000","238,376,000,000","230,839,000,000","227,599,000,000","224,786,000,000","202,956,000,000","280,860,000,000","277,243,000,000","255,611,000,000","334,877,000,000","322,719,000,000","343,384,000,000","419,051,000,000","438,775,000,000","486,068,000,000","481,361,000,000","482,041,000,000","455,408,000,000","433,567,000,000","423,261,000,000","419,405,000,000","401,796,000,000","394,084,000,000","382,066,000,000","444,687,000,000","373,410,000,000","359,478,000,000","369,254,000,000","344,652,000,000","306,354,000,000","311,497,000,000","301,565,000,000","314,154,000,000","318,281,000,000","330,167,000,000","327,779,000,000","311,935,000,000","295,491,000,000","363,033,000,000","383,093,000,000","369,911,000,000"
TotalCapitalization,"1,596,861,000,000","1,441,376,000,000","1,424,272,000,000","1,529,862,000,000","1,627,491,000,000","1,350,897,000,000","1,308,656,000,000","1,400,559,000,000","1,227,779,000,000","1,275,051,000,000","1,237,552,000,000","1,401,217,000,000","1,533,594,000,000","1,715,913,000,000","2,137,579,000,000","2,101,906,000,000","1,173,995,000,000","450,945,000,000","-198,445,000,000","-45,793,000,000","-34,776,000,000","309,818,000,000","1,145,593,000,000","1,171,253,000,000","1,160,174,000,000","1,450,882,000,000","2,012,408,000,000","2,121,066,000,000","2,129,001,000,000","2,555,952,000,000","2,503,414,000,000","2,389,295,000,000","2,413,930,000,000","2,409,673,000,000","2,262,922,000,000","2,199,950,000,000","2,072,904,000,000","1,879,770,000,000","1,864,414,000,000","1,851,901,000,000","1,776,888,000,000","1,552,160,000,000","1,614,135,000,000","1,637,663,000,000","1,564,918,000,000","1,554,729,000,000","1,631,134,000,000","1,758,393,000,000","1,852,929,000,000","1,224,114,000,000","1,593,468,000,000","1,772,074,000,000","1,979,382,000,000","1,762,975,000,000"
CommonStockEquity,"1,206,634,000,000","1,097,956,000,000","1,045,168,000,000","1,150,518,000,000","1,164,534,000,000","978,446,000,000","935,538,000,000","917,609,000,000","939,806,000,000","1,004,909,000,000","1,057,042,000,000","1,199,071,000,000","1,456,659,000,000","1,586,401,000,000","1,937,337,000,000","1,861,904,000,000","783,135,000,000","-3,893,000,000","-619,767,000,000","-504,251,000,000","-552,947,000,000","-225,687,000,000","363,239,000,000","336,079,000,000","328,874,000,000","527,482,000,000","1,021,814,000,000","1,099,238,000,000","1,083,996,000,000","1,426,463,000,000","1,295,623,000,000","1,209,114,000,000","1,229,066,000,000","1,221,298,000,000","1,127,673,000,000","1,075,284,000,000","1,034,456,000,000","939,200,000,000","825,215,000,000","791,305,000,000","867,268,000,000","801,708,000,000","846,835,000,000","868,119,000,000","775,499,000,000","772,799,000,000","745,796,000,000","797,455,000,000","747,002,000,000","447,346,000,000","669,829,000,000","954,101,000,000","1,049,830,000,000","1,022,265,000,000"
CapitalLeaseObligations,"36,515,000,000","114,145,000,000","117,435,000,000","117,978,000,000","38,757,000,000","121,326,000,000","146,221,000,000","43,546,000,000","44,529,000,000","41,545,000,000","41,784,000,000","42,901,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"1,048,274,000,000","944,950,000,000","902,161,000,000","1,016,228,000,000","1,035,778,000,000","856,811,000,000","814,197,000,000","799,169,000,000","820,129,000,000","890,630,000,000","943,699,000,000","1,085,568,000,000","1,340,064,000,000","1,471,010,000,000","1,808,724,000,000","1,734,230,000,000","656,625,000,000","-137,547,000,000","-772,386,000,000","-863,970,000,000","-914,516,000,000","-771,707,000,000","-209,393,000,000","-248,697,000,000","-311,015,000,000","-552,088,000,000","-38,379,000,000","-52,351,000,000","-40,611,000,000","272,566,000,000","219,830,000,000","186,943,000,000","222,426,000,000","196,474,000,000","179,583,000,000","120,725,000,000","115,123,000,000","78,469,000,000","825,215,000,000","791,305,000,000","155,603,000,000","121,828,000,000","291,696,000,000","308,873,000,000","226,546,000,000","201,143,000,000","152,752,000,000","178,724,000,000","747,002,000,000","-182,474,000,000","669,829,000,000","954,101,000,000","1,049,830,000,000","368,355,000,000"
WorkingCapital,"756,174,000,000","668,725,000,000","700,206,000,000","840,964,000,000","876,027,000,000","806,546,000,000","794,670,000,000","801,051,000,000","640,182,000,000","768,159,000,000","731,584,000,000","871,808,000,000","1,155,439,000,000","1,326,717,000,000","1,712,509,000,000","1,727,967,000,000","1,148,156,000,000","421,557,000,000","-179,206,000,000","-66,278,000,000","17,890,000,000","-444,505,000,000","469,690,000,000","442,386,000,000","386,576,000,000","55,047,000,000","423,207,000,000","403,933,000,000","427,538,000,000","562,497,000,000","606,517,000,000","562,215,000,000","617,178,000,000","579,087,000,000","547,003,000,000","533,117,000,000","419,983,000,000","407,069,000,000","288,023,000,000","284,304,000,000","342,157,000,000","101,260,000,000","226,739,000,000","301,359,000,000","158,217,000,000","146,829,000,000","204,230,000,000","273,161,000,000","113,705,000,000","-347,142,000,000","-168,899,000,000","-149,475,000,000","-22,561,000,000","-56,605,000,000"
InvestedCapital,"1,672,541,000,000","1,492,980,000,000","1,440,964,000,000","1,547,162,000,000","1,643,479,000,000","1,369,435,000,000","1,363,306,000,000","1,454,306,000,000","1,290,428,000,000","1,388,245,000,000","1,410,704,000,000","1,573,205,000,000","1,891,338,000,000","2,035,098,000,000","2,426,820,000,000","2,446,159,000,000","1,475,553,000,000","1,118,906,000,000","361,023,000,000","597,900,000,000","650,849,000,000","1,163,303,000,000","1,543,312,000,000","1,518,252,000,000","1,779,786,000,000","2,122,461,000,000","2,563,052,000,000","2,526,400,000,000","2,425,380,000,000","3,021,505,000,000","2,884,021,000,000","2,665,097,000,000","2,617,453,000,000","2,784,683,000,000","2,681,855,000,000","2,506,874,000,000","2,506,032,000,000","2,478,422,000,000","2,371,839,000,000","2,296,159,000,000","2,103,029,000,000","2,079,899,000,000","2,004,728,000,000","3,143,654,000,000","3,210,871,000,000","1,967,580,000,000","3,091,350,000,000","3,207,642,000,000","3,284,793,000,000","2,298,289,000,000","3,729,179,000,000","3,942,514,000,000","4,016,203,000,000","2,339,098,000,000"
TangibleBookValue,"1,048,274,000,000","944,950,000,000","902,161,000,000","1,016,228,000,000","1,035,778,000,000","856,811,000,000","814,197,000,000","799,169,000,000","820,129,000,000","890,630,000,000","943,699,000,000","1,085,568,000,000","1,340,064,000,000","1,471,010,000,000","1,808,724,000,000","1,734,230,000,000","656,625,000,000","-137,547,000,000","-772,386,000,000","-863,970,000,000","-914,516,000,000","-771,707,000,000","-209,393,000,000","-248,697,000,000","-311,015,000,000","-552,088,000,000","-38,379,000,000","-52,351,000,000","-40,611,000,000","272,566,000,000","219,830,000,000","186,943,000,000","222,426,000,000","196,474,000,000","179,583,000,000","120,725,000,000","115,123,000,000","78,469,000,000","825,215,000,000","791,305,000,000","155,603,000,000","121,828,000,000","291,696,000,000","308,873,000,000","226,546,000,000","201,143,000,000","152,752,000,000","178,724,000,000","747,002,000,000","-182,474,000,000","669,829,000,000","954,101,000,000","1,049,830,000,000","368,355,000,000"
TotalDebt,"502,422,000,000","509,169,000,000","513,231,000,000","514,622,000,000","517,702,000,000","512,315,000,000","573,989,000,000","580,243,000,000","395,151,000,000","424,881,000,000","395,446,000,000","417,035,000,000","434,679,000,000","448,697,000,000","489,483,000,000","584,255,000,000","692,418,000,000","1,122,799,000,000","980,790,000,000","1,102,151,000,000","1,203,796,000,000","1,388,990,000,000","1,180,073,000,000","1,182,173,000,000","1,450,912,000,000","1,594,979,000,000","1,541,238,000,000","1,427,162,000,000","1,341,384,000,000","1,595,042,000,000","1,588,398,000,000","1,455,983,000,000","1,388,387,000,000","1,563,385,000,000","1,554,182,000,000","1,431,590,000,000","1,471,576,000,000","1,539,222,000,000","1,546,624,000,000","1,504,854,000,000","1,235,761,000,000","1,278,191,000,000","1,157,893,000,000","2,275,535,000,000","2,435,372,000,000","1,194,781,000,000","2,345,554,000,000","2,410,187,000,000","2,537,791,000,000","1,850,943,000,000","3,059,350,000,000","2,988,413,000,000","2,966,373,000,000","1,316,833,000,000"
NetDebt,"44,688,000,000",,,,,,,,"18,178,000,000",,,,,,,,"191,598,000,000","483,957,000,000","468,178,000,000","586,332,000,000","496,103,000,000","584,488,000,000","655,580,000,000","601,490,000,000","481,197,000,000","1,223,504,000,000","1,158,125,000,000","1,221,691,000,000","1,142,018,000,000","1,384,792,000,000","1,415,952,000,000","1,300,478,000,000","1,217,047,000,000","1,366,942,000,000","1,368,339,000,000","1,252,542,000,000","1,262,407,000,000","1,321,317,000,000","1,376,281,000,000","1,296,534,000,000","1,021,456,000,000","1,072,159,000,000","933,655,000,000","2,016,695,000,000","2,202,184,000,000","988,801,000,000","2,120,941,000,000","2,142,738,000,000","2,207,527,000,000","1,507,150,000,000","2,785,502,000,000","2,721,736,000,000","2,671,247,000,000","1,068,184,000,000"
ShareIssued,"433,137,955","433,000,000","433,000,000","455,280,690","455,280,690","455,280,690","455,000,000","455,000,000","455,000,000","455,000,000","481,000,000","521,000,000","544,000,000","586,000,000","652,095,733","652,070,702","652,070,702","652,070,702","423,760,202","423,760,202","423,760,202","423,401,786","423,401,786","423,760,202","423,760,202","423,420,760","423,420,760","423,420,760","423,760,202","423,760,201","423,760,202","423,760,201","423,760,201","423,760,201","423,760,202","423,760,202","423,760,202","423,760,201","450,219,605","450,219,605","450,219,605","450,214,053","450,210,522","450,207,987","450,172,098","450,172,098","450,172,098","449,956,000","349,956,000","349,956,000","349,956,000","349,956,000","349,956,000","349,956,000"
OrdinarySharesNumber,"432,648,084","432,514,184","432,519,133","453,834,171","453,840,966","453,845,367","453,568,818","453,573,121","453,577,946","453,582,259","469,941,626","511,206,759","541,264,962","572,382,065","651,663,688","651,643,535","651,645,855","651,648,953","423,343,458","423,380,868","423,380,868","423,401,786","423,401,786","423,401,786","423,401,786","423,420,760","423,420,760","423,420,760","423,420,760","423,428,782","423,436,736","423,443,721","423,449,055","423,456,814","423,467,167","423,474,466","423,481,208","423,496,596","449,956,000","449,956,000","449,956,000","449,956,000","449,956,000","449,956,000","449,956,000","449,956,000","449,956,000","449,956,000","349,956,000","349,956,000","349,956,000","349,956,000","349,956,000","349,956,000"
TreasurySharesNumber,"489,871","485,816","480,867","1,446,519","1,439,724","1,435,323","1,431,182","1,426,879","1,422,054","1,417,741","11,058,374","9,793,241","2,735,038","13,617,935","432,045","427,167","424,847","421,749","416,744","379,334","379,334",,,"358,416","358,416",,"0",,"339,442","331,419","323,466","316,480","311,146","303,387","293,035","285,736","278,994","263,605","263,605","263,605","263,605","258,053","254,522","251,987","216,098","216,098","216,098",,,,,,,