datetime,ALB_1_temp,ALB_1_humidity,ALB_1_windspeed,ALB_1_conditions
2015-01-01,-2.1,27.6,31.3,0
2015-01-02,-1.7,39.6,18.1,0
2015-01-03,0.4,45.4,24.9,0
2015-01-04,0.1,50.5,16.5,0
2015-01-05,3.3,49.7,15.9,0
2015-01-06,5.5,52.6,18.4,0
2015-01-07,6.9,52.4,18.9,0
2015-01-08,5.7,52.1,14.8,0
2015-01-09,5.5,52.9,17.6,2
2015-01-10,7.4,53.3,15.0,2
2015-01-11,4.2,63.3,15.8,0
2015-01-12,4.2,65.2,24.7,2
2015-01-13,4.0,53.1,39.9,0
2015-01-14,1.3,49.8,20.2,0
2015-01-15,0.8,37.7,15.8,0
2015-01-16,3.9,30.5,15.3,0
2015-01-17,5.4,45.3,15.1,0
2015-01-18,5.5,47.6,16.5,8
2015-01-19,6.3,41.5,21.7,0
2015-01-20,4.4,47.0,17.1,0
2015-01-21,4.2,40.5,28.5,0
2015-01-22,1.6,29.3,23.7,0
2015-01-23,5.4,28.2,34.6,0
2015-01-24,6.5,36.0,25.2,0
2015-01-25,8.9,38.5,20.4,0
2015-01-26,9.1,38.4,40.7,0
2015-01-27,7.7,76.7,28.0,4
2015-01-28,6.6,65.8,16.4,2
2015-01-29,7.4,60.2,16.6,2
2015-01-30,7.8,56.6,33.7,2
2015-01-31,7.5,44.4,40.8,2
2015-02-01,5.8,32.2,14.1,0
2015-02-02,6.8,37.9,15.9,0
2015-02-03,7.3,43.7,16.1,0
2015-02-04,7.0,40.4,16.4,0
2015-02-05,8.5,37.6,19.6,0
2015-02-06,11.9,26.9,34.8,0
2015-02-07,9.5,48.2,23.8,5
2015-02-08,9.5,66.4,32.5,2
2015-02-09,11.1,40.2,23.3,0
2015-02-10,7.1,33.9,17.8,0
2015-02-11,7.3,32.9,25.5,0
2015-02-12,8.1,27.2,19.6,0
2015-02-13,10.4,26.7,18.4,0
2015-02-14,10.5,29.2,17.1,0
2015-02-15,11.1,28.0,30.9,0
2015-02-16,9.0,23.4,30.3,0
2015-02-17,8.0,23.6,15.4,0
2015-02-18,9.2,26.1,17.8,0
2015-02-19,10.5,28.1,17.6,0
2015-02-20,11.2,26.3,31.9,0
2015-02-21,8.6,26.2,38.2,2
2015-02-22,3.5,54.2,27.5,10
2015-02-23,2.6,34.1,30.1,2
2015-02-24,5.6,18.4,32.2,0
2015-02-25,8.9,17.2,34.3,0
2015-02-26,7.7,28.1,40.7,0
2015-02-27,5.4,42.8,22.8,2
2015-02-28,3.1,54.7,24.4,2
2015-03-01,2.4,70.4,22.5,5
2015-03-02,2.4,68.9,22.9,10
2015-03-03,2.7,54.6,41.7,10
2015-03-04,3.2,34.6,20.9,0
2015-03-05,4.3,33.6,15.7,0
2015-03-06,7.6,26.5,19.1,0
2015-03-07,9.9,22.7,20.9,0
2015-03-08,11.1,23.9,25.1,0
2015-03-09,10.9,20.6,20.7,0
2015-03-10,10.5,20.2,22.4,0
2015-03-11,12.0,29.6,28.2,2
2015-03-12,11.0,43.9,24.6,0
2015-03-13,11.9,33.2,19.4,0
2015-03-14,13.9,25.1,20.5,0
2015-03-15,14.8,26.2,28.9,0
2015-03-16,14.9,28.4,28.9,0
2015-03-17,13.7,27.7,14.6,0
2015-03-18,13.8,28.6,25.8,0
2015-03-19,12.9,23.9,26.6,0
2015-03-20,12.3,13.5,22.3,0
2015-03-21,13.4,14.5,18.7,0
2015-03-22,12.2,21.3,17.8,2
2015-03-23,12.9,26.1,29.5,0
2015-03-24,12.1,30.7,34.8,0
2015-03-25,12.2,35.7,22.2,0
2015-03-26,14.2,28.5,24.9,0
2015-03-27,15.6,24.9,21.1,0
2015-03-28,16.3,19.5,27.0,0
2015-03-29,15.9,15.6,25.2,0
2015-03-30,15.1,16.6,19.7,0
2015-03-31,15.2,15.4,39.3,3
2015-04-01,11.2,21.6,41.8,0
2015-04-02,8.2,22.6,33.0,0
2015-04-03,7.9,16.0,19.0,0
2015-04-04,10.4,14.4,29.6,0
2015-04-05,11.6,13.0,38.9,0
2015-04-06,8.9,22.2,25.5,0
2015-04-07,7.3,30.8,42.4,2
2015-04-08,6.0,32.4,36.0,0
2015-04-09,7.9,29.1,24.6,0
2015-04-10,10.1,21.0,22.3,0
2015-04-11,11.5,19.5,25.3,0
2015-04-12,14.8,20.6,24.3,0
2015-04-13,15.3,16.0,36.9,0
2015-04-14,10.5,17.2,61.0,0
2015-04-15,6.8,19.3,45.3,0
2015-04-16,9.4,19.1,35.4,0
2015-04-17,13.3,19.7,27.6,0
2015-04-18,15.3,14.2,22.9,0
2015-04-19,16.3,15.7,27.2,0
2015-04-20,16.4,14.2,20.7,0
2015-04-21,15.8,16.5,24.9,0
2015-04-22,14.1,28.7,23.6,2
2015-04-23,12.7,46.7,24.8,5
2015-04-24,12.0,44.8,32.9,5
2015-04-25,8.8,40.6,48.9,5
2015-04-26,10.6,34.7,42.8,0
2015-04-27,14.4,23.2,26.6,0
2015-04-28,16.5,17.3,25.7,0
2015-04-29,18.1,17.0,16.5,0
2015-04-30,19.7,21.2,25.4,0
2015-05-01,19.1,24.6,32.5,0
2015-05-02,18.9,18.9,32.6,0
2015-05-03,18.4,22.3,25.8,0
2015-05-04,17.4,28.9,41.9,2
2015-05-05,17.0,31.3,33.5,2
2015-05-06,15.4,33.0,31.9,5
2015-05-07,10.5,45.2,37.8,5
2015-05-08,5.6,79.3,16.3,5
2015-05-09,13.1,49.2,30.2,5
2015-05-10,14.9,30.6,19.0,0
2015-05-11,16.6,26.9,34.6,0
2015-05-12,16.6,23.9,39.7,0
2015-05-13,15.0,20.7,37.7,0
2015-05-14,10.8,43.0,28.1,5
2015-05-15,7.9,67.4,25.8,5
2015-05-16,13.6,44.1,26.8,2
2015-05-17,14.6,40.4,34.4,2
2015-05-18,11.3,59.7,21.8,5
2015-05-19,13.3,53.3,23.0,2
2015-05-20,14.5,46.4,32.2,2
2015-05-21,14.0,43.0,33.0,2
2015-05-22,12.1,61.9,22.4,5
2015-05-23,13.7,57.4,41.1,5
2015-05-24,15.7,54.3,24.0,5
2015-05-25,17.6,43.5,25.4,2
2015-05-26,18.9,40.9,20.9,2
2015-05-27,20.5,32.5,24.1,0
2015-05-28,21.5,25.4,17.8,0
2015-05-29,23.2,22.0,23.5,0
2015-05-30,23.8,18.6,30.1,0
2015-05-31,23.9,18.3,37.6,0
2015-06-01,22.9,16.2,28.8,0
2015-06-02,21.2,17.3,20.8,0
2015-06-03,21.3,17.3,27.7,0
2015-06-04,17.7,36.5,31.4,5
2015-06-05,18.2,34.6,39.8,2
2015-06-06,16.2,45.6,31.1,5
2015-06-07,19.2,41.8,18.3,2
2015-06-08,22.4,27.2,18.9,0
2015-06-09,23.5,22.6,50.6,0
2015-06-10,20.6,45.5,39.2,5
2015-06-11,19.5,57.4,20.6,5
2015-06-12,23.3,43.1,22.9,2
2015-06-13,26.1,21.6,26.3,0
2015-06-14,27.4,19.5,23.0,0
2015-06-15,27.0,13.7,29.5,0
2015-06-16,26.0,9.9,19.7,0
2015-06-17,25.4,11.8,18.4,0
2015-06-18,26.6,12.4,23.0,0
2015-06-19,27.7,10.0,26.9,0
2015-06-20,28.1,9.3,28.8,0
2015-06-21,28.0,8.1,34.0,0
2015-06-22,25.9,9.5,20.6,0
2015-06-23,25.5,10.0,33.5,0
2015-06-24,25.9,9.7,27.1,0
2015-06-25,27.1,10.7,29.5,0
2015-06-26,27.5,12.9,33.6,0
2015-06-27,30.2,14.7,23.1,0
2015-06-28,28.6,19.0,32.8,0
2015-06-29,28.6,24.7,21.4,0
2015-06-30,27.9,29.5,29.9,3
2015-07-01,26.8,36.4,28.8,3
2015-07-02,27.0,39.3,24.6,5
2015-07-03,27.6,35.1,24.1,3
2015-07-04,24.4,36.7,31.9,5
2015-07-05,24.3,37.1,31.9,3
2015-07-06,24.5,29.5,33.6,0
2015-07-07,23.8,34.9,33.1,5
2015-07-08,22.7,34.5,40.3,5
2015-07-09,18.8,42.5,33.6,5
2015-07-10,19.0,39.1,25.6,5
2015-07-11,21.2,34.7,29.5,0
2015-07-12,22.6,27.2,28.9,0
2015-07-13,24.0,21.6,23.5,0
2015-07-14,24.7,19.4,32.0,0
2015-07-15,24.7,18.5,27.2,0
2015-07-16,24.9,17.5,24.8,0
2015-07-17,25.5,16.0,31.2,0
2015-07-18,23.7,26.6,46.5,0
2015-07-19,22.0,43.3,23.3,5
2015-07-20,21.4,50.1,34.6,5
2015-07-21,22.7,43.3,40.0,0
2015-07-22,22.7,41.2,33.1,5
2015-07-23,23.6,37.5,26.1,2
2015-07-24,23.9,25.4,15.3,0
2015-07-25,24.6,21.8,21.8,0
2015-07-26,25.0,18.6,31.4,0
2015-07-27,24.3,14.2,37.7,0
2015-07-28,24.1,15.1,19.6,0
2015-07-29,26.1,13.0,20.2,0
2015-07-30,25.4,22.1,30.5,0
2015-07-31,26.3,25.7,18.8,5
2015-08-01,23.7,39.0,31.9,5
2015-08-02,23.2,46.8,15.9,2
2015-08-03,25.6,26.9,23.5,0
2015-08-04,24.5,20.7,32.0,0
2015-08-05,25.4,18.9,16.4,0
2015-08-06,24.5,18.9,40.0,0
2015-08-07,21.1,39.5,63.1,3
2015-08-08,20.7,36.5,16.5,0
2015-08-09,23.4,22.1,27.5,0
2015-08-10,23.7,16.1,34.8,0
2015-08-11,24.0,15.4,44.6,0
2015-08-12,25.6,23.3,42.1,0
2015-08-13,26.0,26.5,37.2,0
2015-08-14,28.2,24.8,38.7,0
2015-08-15,26.9,19.2,24.1,0
2015-08-16,27.8,14.0,15.7,0
2015-08-17,28.1,13.9,19.9,0
2015-08-18,27.6,9.7,24.2,0
2015-08-19,27.1,11.9,21.8,0
2015-08-20,27.1,11.7,21.8,0
2015-08-21,25.5,14.7,31.7,0
2015-08-22,25.5,15.3,27.7,0
2015-08-23,24.9,16.2,24.6,3
2015-08-24,24.9,15.1,26.4,0
2015-08-25,25.1,15.2,25.3,0
2015-08-26,25.3,25.6,20.0,2
2015-08-27,25.2,27.2,15.8,0
2015-08-28,25.7,26.9,26.8,0
2015-08-29,25.8,22.8,37.4,0
2015-08-30,24.3,22.8,18.4,0
2015-08-31,23.9,17.8,27.6,3
2015-09-01,22.6,18.8,35.9,0
2015-09-02,22.3,17.2,34.8,0
2015-09-03,21.6,17.7,33.7,0
2015-09-04,19.5,20.9,30.1,0
2015-09-05,17.9,19.2,20.7,0
2015-09-06,18.9,16.4,24.8,0
2015-09-07,19.7,18.9,16.4,0
2015-09-08,21.9,15.0,20.6,0
2015-09-09,23.4,18.1,20.4,0
2015-09-10,25.0,17.6,20.6,0
2015-09-11,25.2,15.8,19.6,0
2015-09-12,24.8,16.5,24.1,0
2015-09-13,22.3,36.5,28.0,5
2015-09-14,18.7,55.0,38.4,5
2015-09-15,17.4,54.7,33.7,2
2015-09-16,18.4,39.1,23.5,2
2015-09-17,16.8,29.6,19.4,0
2015-09-18,17.9,24.8,21.7,0
2015-09-19,19.0,21.0,18.7,0
2015-09-20,20.4,16.2,16.6,0
2015-09-21,20.9,15.2,17.8,0
2015-09-22,21.3,20.1,18.4,0
2015-09-23,21.6,29.6,14.7,0
2015-09-24,22.1,23.3,25.4,0
2015-09-25,23.2,24.1,36.6,0
2015-09-26,23.0,28.9,31.0,0
2015-09-27,21.8,27.7,28.4,0
2015-09-28,19.9,21.1,14.6,0
2015-09-29,21.0,21.7,16.2,0
2015-09-30,20.5,23.8,14.6,0
2015-10-01,17.3,34.5,44.7,0
2015-10-02,15.6,48.1,43.5,2
2015-10-03,16.0,38.9,22.8,0
2015-10-04,11.4,72.7,27.0,5
2015-10-05,11.5,77.9,19.9,5
2015-10-06,13.9,65.6,17.8,5
2015-10-07,16.1,55.4,19.9,0
2015-10-08,18.2,44.4,19.6,0
2015-10-09,19.3,41.0,19.5,0
2015-10-10,18.8,41.0,29.2,0
2015-10-11,18.7,43.3,19.8,0
2015-10-12,19.3,36.6,24.1,0
2015-10-13,19.6,37.8,17.1,0
2015-10-14,19.5,40.9,18.2,0
2015-10-15,16.5,61.4,30.6,5
2015-10-16,14.5,75.7,18.8,5
2015-10-17,15.2,74.7,25.1,2
2015-10-18,13.0,75.5,32.4,5
2015-10-19,11.5,61.5,24.8,5
2015-10-20,11.5,58.7,37.1,2
2015-10-21,11.8,55.5,23.7,0
2015-10-22,11.6,55.9,19.6,0
2015-10-23,12.7,46.9,21.7,0
2015-10-24,13.0,45.8,13.9,0
2015-10-25,11.4,51.4,13.9,0
2015-10-26,10.6,48.8,18.4,0
2015-10-27,10.3,44.4,17.1,0
2015-10-28,12.1,52.0,27.0,5
2015-10-29,10.5,53.3,38.2,2
2015-10-30,11.1,40.4,29.8,0
2015-10-31,12.4,44.6,17.8,0
2015-11-01,12.7,42.5,22.3,0
2015-11-02,8.9,54.5,47.0,5
2015-11-03,4.8,63.1,34.8,5
2015-11-04,2.6,54.7,33.6,2
2015-11-05,1.4,52.8,13.7,0
2015-11-06,4.7,49.2,22.4,0
2015-11-07,4.0,54.1,17.1,0
2015-11-08,4.9,50.2,27.1,0
2015-11-09,5.2,51.1,28.8,10
2015-11-10,2.3,60.0,41.9,2
2015-11-11,1.6,45.6,21.7,0
2015-11-12,2.9,41.4,14.6,0
2015-11-13,4.5,42.5,15.9,0
2015-11-14,4.7,44.4,22.3,0
2015-11-15,3.9,44.5,43.9,2
2015-11-16,0.9,43.5,50.2,2
2015-11-17,5.9,35.0,35.9,0
2015-11-18,8.6,36.3,37.8,0
2015-11-19,7.7,39.4,25.4,0
2015-11-20,8.2,51.8,25.8,0
2015-11-21,5.9,42.6,19.4,0
2015-11-22,5.1,38.3,18.3,0
2015-11-23,3.9,39.5,17.6,0
2015-11-24,5.1,40.2,31.8,0
2015-11-25,1.1,43.6,33.6,2
2015-11-26,-1.3,51.5,28.4,2
2015-11-27,-1.3,49.3,32.3,2
2015-11-28,-3.6,50.1,19.6,0
2015-11-29,-2.9,46.2,18.5,0
2015-11-30,-2.9,42.7,17.6,0
2015-12-01,0.8,39.9,17.1,0
2015-12-02,1.5,44.7,16.4,0
2015-12-03,2.9,39.2,28.8,0
2015-12-04,3.0,36.6,21.2,0
2015-12-05,0.1,43.7,17.8,0
2015-12-06,1.2,42.2,16.5,0
2015-12-07,2.6,40.9,15.7,8
2015-12-08,4.9,54.4,20.7,0
2015-12-09,5.3,56.5,15.7,0
2015-12-10,6.0,47.8,42.1,0
2015-12-11,1.7,55.1,30.5,5
2015-12-12,1.8,49.4,25.3,0
2015-12-13,0.9,60.5,36.5,10
2015-12-14,-1.4,58.4,52.6,2
2015-12-15,-3.0,54.3,40.6,0
2015-12-16,-3.5,48.8,21.9,0
2015-12-17,-1.9,52.6,11.7,2
2015-12-18,-0.5,49.5,24.1,0
2015-12-19,-0.3,48.7,13.1,2
2015-12-20,-0.2,62.7,18.3,2
2015-12-21,-1.1,72.9,19.9,2
2015-12-22,5.5,58.4,35.0,10
2015-12-23,3.1,38.8,34.3,0
2015-12-24,-2.1,52.7,38.7,2
2015-12-25,-3.2,51.8,36.5,0
2015-12-26,-4.4,42.9,33.5,0
2015-12-27,-5.8,35.3,18.3,0
2015-12-28,-3.4,52.5,33.0,2
2015-12-29,-2.8,55.5,24.6,0
2015-12-30,-4.8,60.2,20.1,0
2015-12-31,-4.9,52.7,22.5,0
2016-01-01,-6.8,49.6,19.6,0
2016-01-02,-3.4,47.9,15.0,2
2016-01-03,0.0,50.6,19.4,2
2016-01-04,1.7,66.9,24.8,2
2016-01-05,2.7,88.8,32.9,9
2016-01-06,1.2,89.4,31.6,10
2016-01-07,0.2,77.4,41.2,10
2016-01-08,-1.8,63.3,29.0,0
2016-01-09,-3.4,66.6,17.6,2
2016-01-10,-1.1,66.2,20.6,2
2016-01-11,-3.9,62.1,21.7,0
2016-01-12,-3.6,56.5,17.1,0
2016-01-13,-0.6,51.3,15.7,0
2016-01-14,-0.2,54.5,17.2,2
2016-01-15,2.1,58.9,45.2,10
2016-01-16,0.9,63.2,12.5,2
2016-01-17,0.1,65.1,18.3,0
2016-01-18,2.7,71.3,19.8,2
2016-01-19,0.1,80.5,14.6,5
2016-01-20,0.7,82.6,19.4,2
2016-01-21,1.1,65.1,15.7,0
2016-01-22,2.3,62.6,22.0,0
2016-01-23,2.7,68.7,19.7,2
2016-01-24,2.4,58.1,19.6,2
2016-01-25,2.5,59.9,22.0,0
2016-01-26,2.4,55.2,21.4,0
2016-01-27,2.2,57.1,15.7,0
2016-01-28,3.6,53.9,16.4,0
2016-01-29,6.7,57.3,12.1,0
2016-01-30,4.8,70.1,23.8,5
2016-01-31,-0.1,85.5,42.9,10
2016-02-01,-4.6,66.6,39.4,2
2016-02-02,-10.2,66.1,24.9,2
2016-02-03,-7.9,68.6,17.1,2
2016-02-04,-4.4,71.7,18.3,0
2016-02-05,-3.2,67.0,19.3,0
2016-02-06,-1.8,66.4,18.4,0
2016-02-07,2.2,59.8,21.9,0
2016-02-08,4.2,59.1,24.3,0
2016-02-09,4.8,57.3,17.7,0
2016-02-10,5.2,56.1,18.8,0
2016-02-11,6.0,54.9,17.1,0
2016-02-12,6.5,54.3,20.1,3
2016-02-13,7.7,45.4,26.9,0
2016-02-14,8.1,47.9,38.2,0
2016-02-15,9.5,53.7,22.4,0
2016-02-16,8.7,49.4,15.3,0
2016-02-17,8.6,54.2,44.6,2
2016-02-18,5.8,60.4,34.3,5
2016-02-19,4.3,57.9,17.2,0
2016-02-20,6.7,51.3,15.1,0
2016-02-21,7.9,42.6,20.6,0
2016-02-22,8.7,30.4,45.3,0
2016-02-23,5.8,33.9,20.0,0
2016-02-24,5.8,44.4,18.9,0
2016-02-25,8.4,42.0,17.8,0
2016-02-26,10.0,37.7,26.4,0
2016-02-27,10.8,32.8,19.4,0
2016-02-28,12.1,33.1,18.1,0
2016-02-29,12.1,27.6,23.5,0
2016-03-01,11.0,36.3,21.1,0
2016-03-02,11.7,27.1,27.7,0
2016-03-03,10.4,32.0,17.8,0
2016-03-04,12.5,31.8,26.1,0
2016-03-05,11.9,42.9,39.0,2
2016-03-06,6.9,56.7,39.2,5
2016-03-07,2.4,70.6,30.0,10
2016-03-08,5.4,60.1,22.9,2
2016-03-09,8.4,49.6,19.1,0
2016-03-10,10.2,45.5,33.0,0
2016-03-11,9.2,43.2,63.8,5
2016-03-12,7.5,44.1,24.8,0
2016-03-13,7.4,54.9,31.0,0
2016-03-14,9.1,37.7,40.0,0
2016-03-15,8.9,29.8,27.8,0
2016-03-16,9.9,33.3,20.5,0
2016-03-17,10.9,32.5,23.0,0
2016-03-18,12.1,29.8,20.6,0
2016-03-19,12.5,30.9,21.8,0
2016-03-20,12.3,29.6,31.4,0
2016-03-21,11.8,29.6,37.1,0
2016-03-22,6.7,31.5,47.5,0
2016-03-23,6.8,33.0,24.6,0
2016-03-24,9.3,28.0,28.9,0
2016-03-25,12.1,22.3,38.1,0
2016-03-26,9.3,22.0,28.9,0
2016-03-27,10.5,24.8,29.6,0
2016-03-28,7.2,41.8,42.5,5
2016-03-29,3.2,50.3,42.5,2
2016-03-30,4.5,56.6,27.5,5
2016-03-31,8.4,47.0,32.4,0
2016-04-01,11.5,39.9,17.1,0
2016-04-02,12.9,36.2,19.7,0
2016-04-03,13.4,33.1,21.8,0
2016-04-04,13.7,30.4,18.5,0
2016-04-05,14.8,21.7,25.9,0
2016-04-06,15.5,24.4,24.9,0
2016-04-07,16.2,25.0,25.4,0
2016-04-08,12.8,48.2,31.0,5
2016-04-09,10.0,81.6,21.3,5
2016-04-10,10.8,65.2,16.5,5
2016-04-11,11.9,62.7,17.6,2
2016-04-12,13.0,55.8,22.3,0
2016-04-13,13.9,50.5,23.2,2
2016-04-14,12.8,22.6,42.4,0
2016-04-15,7.9,33.0,51.5,0
2016-04-16,11.4,26.5,34.0,0
2016-04-17,13.7,23.0,25.9,0
2016-04-18,15.0,24.0,25.1,0
2016-04-19,15.2,22.2,18.5,0
2016-04-20,16.1,23.5,21.7,0
2016-04-21,16.3,21.7,36.6,0
2016-04-22,14.3,28.4,48.4,5
2016-04-23,10.0,37.4,40.6,0
2016-04-24,9.5,42.5,30.7,5
2016-04-25,7.3,49.6,62.0,5
2016-04-26,11.0,36.9,29.4,2
2016-04-27,10.8,46.3,34.0,5
2016-04-28,9.7,51.2,50.5,2
2016-04-29,11.4,46.2,31.1,5
2016-04-30,11.2,47.5,40.7,1
2016-05-01,11.9,45.3,27.2,2
2016-05-02,12.7,45.2,27.7,2
2016-05-03,15.1,36.4,23.7,0
2016-05-04,17.2,27.3,41.6,0
2016-05-05,16.0,27.2,41.6,2
2016-05-06,10.3,61.6,33.4,5
2016-05-07,10.1,66.9,23.7,5
2016-05-08,12.1,68.2,21.2,5
2016-05-09,16.0,52.7,27.3,0
2016-05-10,16.5,27.2,35.3,0
2016-05-11,15.5,23.0,21.1,0
2016-05-12,18.5,22.4,19.3,0
2016-05-13,19.8,19.6,35.4,0
2016-05-14,18.6,23.0,33.0,0
2016-05-15,17.2,24.6,37.1,0
2016-05-16,15.7,33.6,33.0,2
2016-05-17,15.7,38.1,34.0,2
2016-05-18,19.3,30.9,20.1,5
2016-05-19,19.1,28.4,31.6,3
2016-05-20,15.9,18.3,42.2,2
2016-05-21,11.0,25.5,34.9,2
2016-05-22,12.3,36.2,35.3,5
2016-05-23,13.6,29.4,33.4,5
2016-05-24,12.3,50.6,51.8,5
2016-05-25,12.0,58.4,28.2,5
2016-05-26,14.8,45.8,25.9,2
2016-05-27,17.3,32.3,28.3,0
2016-05-28,18.0,34.9,28.9,5
2016-05-29,19.5,33.3,21.7,0
2016-05-30,22.0,24.8,28.3,0
2016-05-31,22.7,19.9,19.9,0
2016-06-01,23.7,17.7,21.1,3
2016-06-02,25.4,17.4,20.0,0
2016-06-03,25.3,13.9,20.1,3
2016-06-04,26.0,13.0,33.6,0
2016-06-05,25.4,15.6,30.9,0
2016-06-06,26.3,19.7,25.5,0
2016-06-07,27.5,22.0,23.5,0
2016-06-08,27.9,18.6,29.3,0
2016-06-09,26.7,12.4,33.7,0
2016-06-10,24.0,13.8,39.9,3
2016-06-11,18.9,36.3,29.5,5
2016-06-12,15.4,62.2,27.3,5
2016-06-13,18.9,42.4,21.9,0
2016-06-14,21.1,27.3,29.6,0
2016-06-15,20.0,23.3,43.5,3
2016-06-16,18.4,23.6,28.2,0
2016-06-17,20.5,19.8,35.3,0
2016-06-18,23.0,17.5,26.8,0
2016-06-19,24.1,17.6,28.3,3
2016-06-20,28.2,16.3,26.1,3
2016-06-21,29.2,17.5,20.9,0
2016-06-22,29.2,12.8,30.6,0
2016-06-23,27.6,9.7,31.7,0
2016-06-24,26.6,10.8,25.5,0
2016-06-25,26.0,11.3,21.9,0
2016-06-26,27.3,11.6,23.0,0
2016-06-27,28.8,13.4,22.2,0
2016-06-28,28.8,16.9,35.2,0
2016-06-29,27.5,27.9,30.9,2
2016-06-30,25.3,37.7,43.4,5
2016-07-01,23.8,43.3,43.9,3
2016-07-02,23.0,44.2,36.6,3
2016-07-03,24.8,30.5,23.2,0
2016-07-04,25.9,21.7,27.7,0
2016-07-05,26.4,16.0,22.4,0
2016-07-06,26.6,14.1,21.8,0
2016-07-07,25.7,17.2,31.7,0
2016-07-08,25.6,20.4,32.0,0
2016-07-09,25.7,20.4,39.5,0
2016-07-10,25.3,16.2,35.3,0
2016-07-11,22.5,14.0,26.1,0
2016-07-12,24.5,13.5,15.9,0
2016-07-13,26.4,11.5,19.8,0
2016-07-14,27.2,12.6,19.7,0
2016-07-15,28.1,12.4,25.5,0
2016-07-16,27.1,13.0,23.8,0
2016-07-17,26.3,12.5,34.3,0
2016-07-18,24.6,11.3,31.0,0
2016-07-19,24.8,13.0,30.0,0
2016-07-20,25.6,12.8,28.2,0
2016-07-21,26.2,15.7,25.9,0
2016-07-22,28.9,11.5,25.9,0
2016-07-23,28.4,8.8,22.0,0
2016-07-24,28.7,8.5,22.0,0
2016-07-25,28.7,10.6,19.7,0
2016-07-26,28.6,11.6,17.8,0
2016-07-27,29.6,13.6,23.2,0
2016-07-28,30.4,17.6,28.3,0
2016-07-29,29.6,23.4,29.3,0
2016-07-30,28.4,26.3,30.6,0
2016-07-31,28.2,27.0,34.9,0
2016-08-01,28.3,25.9,18.0,0
2016-08-02,28.9,22.1,26.9,0
2016-08-03,29.6,14.0,21.2,0
2016-08-04,26.9,19.9,28.4,0
2016-08-05,25.9,28.6,30.3,0
2016-08-06,24.9,14.7,32.5,0
2016-08-07,24.1,13.6,20.1,0
2016-08-08,24.2,10.0,27.8,0
2016-08-09,24.1,11.4,29.4,0
2016-08-10,22.9,13.3,23.5,0
2016-08-11,23.4,13.3,19.4,0
2016-08-12,24.1,10.6,17.6,0
2016-08-13,26.0,12.2,15.9,0
2016-08-14,26.8,13.6,24.1,0
2016-08-15,27.2,13.8,23.0,0
2016-08-16,25.5,13.2,25.7,0
2016-08-17,23.5,9.2,21.6,0
2016-08-18,23.5,9.2,18.2,0
2016-08-19,24.7,14.6,22.5,0
2016-08-20,26.5,16.8,25.7,0
2016-08-21,25.0,18.6,30.8,0
2016-08-22,23.1,26.6,29.4,2
2016-08-23,22.9,29.4,31.1,0
2016-08-24,24.8,17.3,22.9,0
2016-08-25,23.9,12.6,24.8,0
2016-08-26,22.9,14.9,29.3,0
2016-08-27,23.4,17.8,21.4,0
2016-08-28,23.3,17.9,14.4,0
