datetime,ALB_1_temp,ALB_1_humidity,ALB_1_windspeed,ALB_1_conditions
2018-05-01,9.2,54.0,35.1,5
2018-05-02,11.6,36.5,28.3,2
2018-05-03,14.3,27.0,18.9,0
2018-05-04,17.1,23.2,17.8,0
2018-05-05,18.6,20.3,30.9,0
2018-05-06,20.1,17.1,39.5,0
2018-05-07,22.1,14.9,19.1,0
2018-05-08,22.9,13.9,22.5,0
2018-05-09,23.1,16.9,33.7,0
2018-05-10,21.2,17.9,31.9,0
2018-05-11,15.7,26.9,53.1,2
2018-05-12,10.4,42.5,42.1,2
2018-05-13,12.1,56.3,34.7,5
2018-05-14,14.3,49.4,23.3,2
2018-05-15,16.0,41.9,20.9,2
2018-05-16,15.8,31.6,36.6,0
2018-05-17,15.9,34.6,33.8,0
2018-05-18,18.3,36.9,27.2,2
2018-05-19,15.9,52.4,22.4,5
2018-05-20,16.0,49.2,32.4,5
2018-05-21,12.8,70.3,22.9,5
2018-05-22,15.3,58.1,17.6,5
2018-05-23,18.8,44.1,29.3,2
2018-05-24,19.7,33.3,41.6,0
2018-05-25,18.1,28.4,36.9,3
2018-05-26,15.1,46.8,40.5,5
2018-05-27,15.5,47.7,32.4,5
2018-05-28,19.3,38.9,26.2,2
2018-05-29,21.4,31.2,19.8,0
2018-05-30,23.2,25.3,33.7,2
2018-05-31,19.6,26.5,37.4,0
2018-06-01,19.0,19.2,27.3,0
2018-06-02,21.9,19.1,22.9,0
2018-06-03,24.2,16.2,21.9,0
2018-06-04,25.6,15.4,28.2,0
2018-06-05,24.1,15.5,26.5,0
2018-06-06,22.7,17.4,32.8,0
2018-06-07,21.5,18.6,21.8,0
2018-06-08,23.8,16.4,22.2,0
2018-06-09,22.6,15.8,39.8,0
2018-06-10,19.4,13.6,37.9,0
2018-06-11,22.7,16.4,18.1,0
2018-06-12,25.6,14.0,23.1,0
2018-06-13,26.2,15.3,31.4,0
2018-06-14,25.3,16.1,23.2,0
2018-06-15,24.6,18.6,34.8,0
2018-06-16,22.8,18.3,34.2,0
2018-06-17,19.4,26.4,35.0,0
2018-06-18,19.3,30.9,25.4,0
2018-06-19,22.4,25.0,21.9,0
2018-06-20,26.2,19.6,27.1,0
2018-06-21,26.9,11.6,28.9,0
2018-06-22,26.3,10.6,19.6,0
2018-06-23,27.1,11.2,26.3,0
2018-06-24,26.7,12.8,24.8,0
2018-06-25,27.9,14.4,25.1,0
2018-06-26,28.4,13.7,31.0,0
2018-06-27,27.5,14.8,30.2,0
2018-06-28,26.5,10.5,28.2,0
2018-06-29,24.9,18.3,24.1,0
2018-06-30,25.8,16.1,29.5,0
2018-07-01,26.8,14.6,25.4,0
2018-07-02,27.1,16.0,32.4,0
2018-07-03,26.4,20.8,30.7,0
2018-07-04,25.2,18.8,40.0,0
2018-07-05,24.7,12.9,30.1,0
2018-07-06,27.1,9.8,20.6,0
2018-07-07,29.1,15.0,22.5,0
2018-07-08,28.7,22.6,28.0,3
2018-07-09,28.0,29.0,32.7,3
2018-07-10,26.8,34.8,39.2,3
2018-07-11,25.3,50.5,29.7,3
2018-07-12,23.2,63.7,34.3,5
2018-07-13,23.5,62.6,17.6,5
2018-07-14,26.5,48.2,40.8,0
2018-07-15,27.7,42.8,32.9,3
2018-07-16,28.1,41.5,20.1,3
2018-07-17,30.0,28.1,19.8,0
2018-07-18,29.7,25.8,28.3,0
2018-07-19,27.4,37.8,25.5,3
2018-07-20,25.6,45.8,38.2,0
2018-07-21,26.3,40.6,31.9,0
2018-07-22,25.7,41.3,28.8,0
2018-07-23,26.9,33.9,18.9,0
2018-07-24,28.4,30.8,26.0,0
2018-07-25,29.1,28.4,35.3,0
2018-07-26,28.8,24.5,19.4,0
2018-07-27,29.2,21.3,31.3,0
2018-07-28,29.8,18.3,18.9,0
2018-07-29,29.1,16.1,20.5,0
2018-07-30,28.1,22.3,36.5,0
2018-07-31,27.3,32.9,36.6,3
2018-08-01,25.1,47.3,35.8,3
2018-08-02,24.5,49.0,27.6,5
2018-08-03,26.2,34.6,21.9,2
2018-08-04,27.0,14.8,34.0,2
2018-08-05,25.5,13.2,19.7,0
2018-08-06,25.7,13.1,22.2,0
2018-08-07,26.9,12.5,22.3,0
2018-08-08,27.3,14.2,22.5,0
2018-08-09,28.0,14.6,20.6,0
2018-08-10,28.7,16.8,28.2,0
2018-08-11,28.1,19.3,19.4,0
2018-08-12,27.0,27.9,33.0,0
2018-08-13,24.7,35.4,32.5,5
2018-08-14,25.0,37.2,30.1,0
2018-08-15,25.0,32.9,33.8,3
2018-08-16,24.8,37.9,30.1,5
2018-08-17,25.3,41.8,25.4,3
2018-08-18,26.8,28.0,17.6,0
2018-08-19,27.5,17.1,22.5,0
2018-08-20,26.9,20.3,24.6,0
2018-08-21,25.4,16.9,23.6,0
2018-08-22,24.0,20.1,21.7,0
2018-08-23,24.0,19.0,24.9,0
2018-08-24,23.6,19.8,23.7,0
2018-08-25,22.8,15.7,26.9,0
2018-08-26,23.0,14.1,28.3,0
2018-08-27,23.8,13.4,20.5,0
2018-08-28,23.2,22.2,19.9,0
2018-08-29,22.4,20.8,24.8,0
2018-08-30,21.9,21.1,17.1,0
2018-08-31,21.8,15.4,30.2,0
2018-09-01,22.2,17.3,18.3,0
2018-09-02,23.2,17.5,19.4,0
2018-09-03,22.6,21.7,21.7,0
2018-09-04,21.4,36.5,27.1,3
2018-09-05,21.2,39.4,21.1,0
2018-09-06,23.0,32.5,15.7,0
2018-09-07,24.2,26.4,23.6,0
2018-09-08,24.6,21.8,22.3,0
2018-09-09,23.9,15.7,18.3,0
2018-09-10,24.3,18.8,22.3,0
2018-09-11,23.3,19.5,31.7,0
2018-09-12,22.6,19.9,27.7,0
2018-09-13,19.1,23.6,30.6,0
2018-09-14,19.5,28.3,31.2,0
2018-09-15,23.9,19.8,40.1,0
2018-09-16,18.5,30.6,26.9,0
2018-09-17,18.3,27.3,26.6,0
2018-09-18,18.0,24.1,21.1,0
2018-09-19,18.3,24.1,24.1,0
2018-09-20,18.9,23.0,22.3,0
2018-09-21,18.8,23.8,21.8,0
2018-09-22,19.4,23.0,26.2,0
2018-09-23,18.6,25.1,16.4,0
2018-09-24,19.3,25.4,20.7,0
2018-09-25,19.0,20.5,24.2,0
2018-09-26,19.3,17.6,18.3,0
2018-09-27,19.7,12.9,21.7,0
2018-09-28,19.8,16.2,25.9,0
2018-09-29,19.9,22.3,41.2,0
2018-09-30,18.3,19.0,18.5,0
2018-10-01,19.5,34.7,32.0,0
2018-10-02,16.9,72.7,23.4,5
2018-10-03,15.1,69.3,31.1,5
2018-10-04,14.0,62.0,21.8,5
2018-10-05,13.4,51.9,21.4,2
2018-10-06,13.1,50.2,46.9,5
2018-10-07,11.4,46.1,37.7,2
2018-10-08,14.5,32.7,24.1,0
2018-10-09,14.3,34.7,25.9,0
2018-10-10,14.0,35.1,18.4,2
2018-10-11,12.2,50.2,21.2,5
2018-10-12,12.1,41.7,22.5,0
2018-10-13,13.0,34.5,31.7,0
2018-10-14,9.9,22.8,33.6,0
2018-10-15,7.9,20.3,26.7,0
2018-10-16,11.2,21.3,24.8,0
2018-10-17,10.5,29.8,19.4,0
2018-10-18,10.3,31.6,15.9,0
2018-10-19,12.0,28.9,22.9,0
2018-10-20,12.1,28.4,22.3,0
2018-10-21,12.0,41.1,26.8,2
2018-10-22,11.7,46.6,17.1,0
2018-10-23,11.7,42.0,15.7,0
2018-10-24,12.5,33.9,17.8,0
2018-10-25,13.2,31.4,23.0,0
2018-10-26,12.5,31.7,18.4,0
2018-10-27,12.9,30.2,17.1,0
2018-10-28,12.4,31.0,16.5,0
2018-10-29,11.4,31.4,37.4,0
2018-10-30,8.8,30.7,34.0,0
2018-10-31,8.0,30.8,28.3,0
2018-11-01,11.3,40.9,28.3,0
2018-11-02,12.1,38.5,24.2,0
2018-11-03,13.9,28.1,37.7,0
2018-11-04,12.1,32.5,19.4,0
2018-11-05,12.1,28.7,25.5,0
2018-11-06,10.4,15.5,33.5,0
2018-11-07,8.3,16.1,34.1,0
2018-11-08,5.0,22.7,31.7,0
2018-11-09,2.7,20.4,26.0,0
2018-11-10,3.8,18.4,32.5,0
2018-11-11,4.1,24.2,34.2,0
2018-11-12,3.4,16.9,21.2,0
2018-11-13,3.1,18.5,15.3,0
2018-11-14,5.5,21.6,15.8,0
2018-11-15,5.7,24.3,20.1,0
2018-11-16,5.6,25.7,14.1,0
2018-11-17,5.6,27.3,22.0,0
2018-11-18,4.7,35.9,21.2,0
2018-11-19,2.3,28.9,19.3,0
2018-11-20,2.8,18.7,16.4,0
2018-11-21,5.1,22.9,34.0,0
2018-11-22,6.0,41.4,18.4,8
2018-11-23,6.0,45.3,13.1,2
2018-11-24,5.9,50.0,37.0,0
2018-11-25,3.8,41.2,20.1,0
2018-11-26,4.1,35.2,21.2,0
2018-11-27,5.3,30.4,13.9,0
2018-11-28,3.1,65.0,16.5,5
2018-11-29,4.8,77.9,27.7,5
2018-11-30,3.1,65.6,33.4,2
2018-12-01,-0.5,65.1,22.2,10
2018-12-02,-0.3,54.6,25.5,0
2018-12-03,-1.6,56.0,17.8,2
2018-12-04,-0.3,67.7,14.2,2
2018-12-05,1.6,61.3,15.7,2
2018-12-06,2.0,79.0,13.2,9
2018-12-07,3.0,80.0,11.8,2
2018-12-08,1.2,74.3,15.8,0
2018-12-09,0.8,65.8,16.5,0
2018-12-10,1.5,61.2,16.4,0
2018-12-11,1.8,56.1,22.4,0
2018-12-12,2.1,50.0,52.3,0
2018-12-13,0.8,42.5,16.5,0
2018-12-14,0.9,43.2,22.4,0
2018-12-15,0.6,39.9,18.9,0
2018-12-16,2.3,39.8,17.0,0
2018-12-17,4.9,47.0,15.1,2
2018-12-18,2.6,58.6,16.5,0
2018-12-19,2.8,53.9,16.4,0
2018-12-20,2.2,52.8,20.2,0
2018-12-21,6.6,45.5,18.0,0
2018-12-22,5.0,47.7,22.5,0
2018-12-23,3.3,46.1,18.3,2
2018-12-24,2.8,60.8,18.7,3
2018-12-25,2.3,70.7,47.3,10
2018-12-26,1.7,54.3,30.7,0
2018-12-27,-0.4,54.6,43.6,2
2018-12-28,-3.1,49.4,41.2,0
2018-12-29,-0.1,46.1,32.4,0
2018-12-30,3.7,48.7,40.0,0
2018-12-31,-1.7,44.2,39.8,2
2019-01-01,-4.0,41.7,33.5,0
2019-01-02,0.1,43.3,24.6,0
2019-01-03,-1.0,56.6,15.7,0
2019-01-04,-0.2,50.3,18.4,0
2019-01-05,-0.6,52.9,35.8,2
2019-01-06,2.1,72.6,31.0,10
2019-01-07,3.7,72.0,21.2,2
2019-01-08,4.4,69.6,27.9,0
2019-01-09,4.6,68.4,19.9,2
2019-01-10,3.3,66.4,18.3,0
2019-01-11,1.7,60.6,20.5,0
2019-01-12,1.5,54.2,15.7,0
2019-01-13,-0.1,48.6,18.1,0
2019-01-14,0.1,64.7,33.5,10
2019-01-15,1.7,87.6,25.9,9
2019-01-16,4.2,81.9,34.6,5
2019-01-17,6.8,76.8,36.9,5
2019-01-18,5.4,61.3,22.2,2
2019-01-19,4.1,73.0,13.9,0
2019-01-20,4.3,71.8,24.9,3
2019-01-21,1.6,61.8,53.6,5
2019-01-22,-0.2,46.6,30.6,0
2019-01-23,2.7,52.3,42.9,0
2019-01-24,4.3,56.3,25.4,0
2019-01-25,3.9,48.3,27.1,0
2019-01-26,6.2,42.3,23.7,0
2019-01-27,7.8,50.0,18.8,0
2019-01-28,8.2,45.2,18.3,0
2019-01-29,7.8,52.1,17.8,2
2019-01-30,5.2,60.4,15.7,0
2019-01-31,5.2,59.2,19.3,2
2019-02-01,5.2,58.8,43.4,0
2019-02-02,5.5,81.7,49.6,5
2019-02-03,3.8,74.9,31.8,10
2019-02-04,3.8,69.2,43.4,10
2019-02-05,-1.8,65.8,29.3,7
2019-02-06,-3.9,55.0,36.3,2
2019-02-07,-5.1,54.0,19.8,0
2019-02-08,-3.4,58.8,15.3,0
2019-02-09,-0.2,62.8,24.2,7
2019-02-10,-1.5,59.1,39.5,10
2019-02-11,-5.8,59.0,21.2,0
2019-02-12,-3.0,53.9,29.5,0
2019-02-13,2.1,54.8,26.5,10
2019-02-14,4.1,83.1,32.6,5
2019-02-15,2.3,68.0,31.4,5
2019-02-16,0.2,55.4,34.7,2
2019-02-17,-2.6,57.6,23.8,2
2019-02-18,-2.9,50.4,32.8,2
2019-02-19,-2.2,44.4,27.1,0
2019-02-20,-1.8,58.3,34.2,2
2019-02-21,-2.8,54.4,30.3,2
2019-02-22,-2.6,43.6,30.2,0
2019-02-23,-2.3,46.9,15.0,0
2019-02-24,1.3,49.9,18.3,0
2019-02-25,4.9,44.4,32.5,2
2019-02-26,8.4,34.1,37.2,0
2019-02-27,9.0,37.9,32.3,0
2019-02-28,8.9,43.8,35.4,2
2019-03-01,8.1,42.7,28.9,0
2019-03-02,5.5,76.2,18.5,5
2019-03-03,6.3,71.6,19.7,2
2019-03-04,7.2,56.6,18.9,0
2019-03-05,6.8,69.0,35.8,5
2019-03-06,5.7,82.5,37.5,5
2019-03-07,5.7,68.0,25.5,2
2019-03-08,2.9,59.0,35.1,10
2019-03-09,2.0,54.9,29.2,2
2019-03-10,2.5,62.5,18.4,10
2019-03-11,4.0,62.7,20.1,10
2019-03-12,5.6,52.7,50.5,2
2019-03-13,1.5,43.2,47.3,2
2019-03-14,2.3,37.7,22.8,0
2019-03-15,3.9,40.2,18.9,0
2019-03-16,6.7,37.2,19.3,0
2019-03-17,7.8,36.0,17.8,0
2019-03-18,9.0,36.3,18.3,0
2019-03-19,9.9,36.7,34.1,2
2019-03-20,7.5,65.6,38.1,5
2019-03-21,6.0,74.7,26.3,5
2019-03-22,7.2,55.2,20.8,0
2019-03-23,8.4,57.6,41.7,5
2019-03-24,6.3,44.1,21.6,0
2019-03-25,9.0,40.4,37.9,0
2019-03-26,11.1,29.6,33.5,0
2019-03-27,11.4,30.1,33.5,0
2019-03-28,8.1,38.7,29.9,0
2019-03-29,6.6,32.4,18.9,0
2019-03-30,7.4,34.6,19.9,0
2019-03-31,8.3,35.1,20.1,0
2019-04-01,11.4,34.9,30.5,2
2019-04-02,10.7,44.8,36.9,5
2019-04-03,9.8,48.6,17.7,0
2019-04-04,11.4,46.2,32.8,0
2019-04-05,9.2,51.4,38.2,5
2019-04-06,8.3,51.4,15.8,0
2019-04-07,13.0,40.8,25.1,0
2019-04-08,15.3,34.8,23.0,0
2019-04-09,10.9,33.3,52.9,0
2019-04-10,7.2,36.8,60.9,0
2019-04-11,7.9,41.9,38.4,2
2019-04-12,8.3,40.6,38.2,2
2019-04-13,10.2,35.6,22.0,0
2019-04-14,12.8,34.9,27.7,0
2019-04-15,14.0,39.3,32.4,5
2019-04-16,11.1,38.1,47.8,2
2019-04-17,12.5,34.2,22.5,0
2019-04-18,15.5,32.1,21.7,0
2019-04-19,16.3,30.3,25.5,0
2019-04-20,14.3,36.3,37.2,5
2019-04-21,11.4,42.7,41.9,2
2019-04-22,12.9,38.7,33.2,2
2019-04-23,15.7,32.3,25.5,0
2019-04-24,18.4,33.2,20.9,0
2019-04-25,19.7,32.3,26.9,0
2019-04-26,19.6,29.4,26.8,0
2019-04-27,19.0,24.1,26.8,0
2019-04-28,18.6,20.2,25.9,0
2019-04-29,15.3,33.4,33.7,2
2019-04-30,11.4,49.0,51.1,0
2019-05-01,9.7,27.6,21.8,0
2019-05-02,12.6,23.5,17.1,0
2019-05-03,15.5,24.0,22.4,0
2019-05-04,16.5,25.4,23.5,0
2019-05-05,16.7,25.1,33.6,0
2019-05-06,15.3,28.7,20.5,0
2019-05-07,17.7,31.0,39.2,2
2019-05-08,16.9,27.0,31.9,2
2019-05-09,14.3,40.8,22.9,5
2019-05-10,11.8,53.5,18.1,5
2019-05-11,15.0,38.8,17.1,0
2019-05-12,17.2,27.8,16.5,0
2019-05-13,18.7,30.0,30.6,0
2019-05-14,18.5,30.5,29.5,0
2019-05-15,18.2,23.6,48.4,2
2019-05-16,12.2,39.5,43.4,5
2019-05-17,12.1,40.5,27.7,2
2019-05-18,12.7,38.0,31.0,2
2019-05-19,9.3,47.9,29.8,5
2019-05-20,10.0,40.0,37.1,0
2019-05-21,9.5,37.1,44.9,2
2019-05-22,7.9,57.5,32.3,5
2019-05-23,8.5,77.9,25.9,5
2019-05-24,11.8,61.1,14.9,2
2019-05-25,11.7,59.1,35.5,5
2019-05-26,9.4,58.8,39.8,5
2019-05-27,10.3,58.8,40.6,2
2019-05-28,14.3,51.7,33.0,5
2019-05-29,15.1,50.0,16.4,0
2019-05-30,16.3,49.9,33.8,5
2019-05-31,14.1,59.7,28.7,5
2019-06-01,15.1,52.7,31.7,5
2019-06-02,15.8,52.1,26.4,2
2019-06-03,18.2,46.6,21.2,3
2019-06-04,20.8,40.9,21.2,0
2019-06-05,22.8,36.6,25.4,0
2019-06-06,22.6,35.3,30.3,5
2019-06-07,18.7,32.0,35.3,0
2019-06-08,16.2,21.6,29.6,0
2019-06-09,17.7,21.5,22.4,0
2019-06-10,20.8,24.1,19.3,0
2019-06-11,23.3,22.7,17.0,0
2019-06-12,24.8,23.7,20.1,0
2019-06-13,24.1,28.1,35.3,0
2019-06-14,23.7,29.6,25.4,0
2019-06-15,23.5,29.1,39.6,3
2019-06-16,22.4,35.3,35.3,5
2019-06-17,20.4,43.9,38.5,3
2019-06-18,23.0,34.4,21.1,0
2019-06-19,25.3,22.9,23.2,0
2019-06-20,25.4,21.8,34.8,0
2019-06-21,19.7,18.2,39.2,0
2019-06-22,18.1,18.8,27.1,0
2019-06-23,20.4,18.7,19.1,0
2019-06-24,22.7,22.7,21.6,0
2019-06-25,23.3,21.2,34.3,0
2019-06-26,21.8,24.0,34.0,0
2019-06-27,21.5,17.1,26.9,0
2019-06-28,21.1,19.0,35.9,0
2019-06-29,22.0,19.3,27.6,0
2019-06-30,22.7,18.5,23.5,0
2019-07-01,23.5,19.7,20.0,0
2019-07-02,24.6,17.1,29.1,0
2019-07-03,23.4,20.2,29.5,0
2019-07-04,23.0,19.3,23.5,0
2019-07-05,23.7,18.0,21.7,0
2019-07-06,23.8,17.3,30.9,0
2019-07-07,22.8,20.4,24.8,0
2019-07-08,24.2,21.1,25.9,0
2019-07-09,23.5,22.6,32.3,0
2019-07-10,24.9,20.9,29.2,0
2019-07-11,26.2,18.2,17.1,0
2019-07-12,26.9,19.6,28.2,0
2019-07-13,27.4,19.6,24.9,0
2019-07-14,26.5,16.0,23.0,0
2019-07-15,26.7,15.2,27.2,0
2019-07-16,25.8,16.6,22.3,0
2019-07-17,25.7,19.8,25.7,0
2019-07-18,25.9,22.4,26.4,0
2019-07-19,25.6,19.1,26.9,0
2019-07-20,25.7,21.9,23.8,0
2019-07-21,26.7,20.9,26.5,0
2019-07-22,27.4,20.1,32.8,0
2019-07-23,24.8,33.4,29.3,2
2019-07-24,24.8,42.7,26.0,5
2019-07-25,23.8,46.8,30.8,2
2019-07-26,24.0,49.4,27.8,5
2019-07-27,26.2,38.4,14.6,0
2019-07-28,27.7,28.4,27.7,0
2019-07-29,27.0,22.0,17.2,0
2019-07-30,26.4,19.4,25.8,0
2019-07-31,26.4,20.5,23.9,0
2019-08-01,25.7,23.2,31.7,0
2019-08-02,25.1,16.7,25.9,0
2019-08-03,25.1,15.3,30.2,0
2019-08-04,26.4,17.1,25.3,0
2019-08-05,27.3,19.5,23.9,0
2019-08-06,26.4,22.6,30.4,0
2019-08-07,24.8,30.1,45.0,0
2019-08-08,22.6,38.9,36.3,5
2019-08-09,22.1,34.7,29.4,0
2019-08-10,21.2,22.1,27.6,0
2019-08-11,22.2,24.0,22.9,0
2019-08-12,23.1,18.8,18.9,0
2019-08-13,24.3,17.6,21.8,0
2019-08-14,25.0,16.3,19.7,0
2019-08-15,25.5,15.3,16.4,0
2019-08-16,26.4,17.4,20.9,0
2019-08-17,26.8,19.1,21.9,0
2019-08-18,24.5,16.0,30.0,0
2019-08-19,23.1,17.0,22.3,0
2019-08-20,23.6,17.4,16.4,0
2019-08-21,24.4,16.1,18.4,0
2019-08-22,26.6,17.1,23.0,0
2019-08-23,25.7,25.4,25.9,0
2019-08-24,24.9,18.9,24.9,0
2019-08-25,25.7,21.0,18.0,0
2019-08-26,27.2,19.7,22.5,0
2019-08-27,27.3,18.0,19.6,0
2019-08-28,27.1,22.1,34.8,0
2019-08-29,26.4,27.6,26.3,0
2019-08-30,25.4,22.0,18.4,0
2019-08-31,25.2,16.2,20.5,0
2019-09-01,25.0,14.7,18.4,0
2019-09-02,23.2,29.6,22.5,2
2019-09-03,24.0,34.0,20.8,0
2019-09-04,25.0,32.1,27.0,0
2019-09-05,22.7,43.1,28.9,5
2019-09-06,23.7,39.6,19.1,0
2019-09-07,24.6,29.0,25.8,0
2019-09-08,20.7,24.7,33.7,0
2019-09-09,18.9,22.8,27.7,0
2019-09-10,17.6,25.9,27.8,0
2019-09-11,17.4,27.9,29.0,0
2019-09-12,18.1,23.6,16.5,0
2019-09-13,19.7,18.6,15.1,0
2019-09-14,21.1,17.0,19.8,0
2019-09-15,20.4,17.7,31.4,0
2019-09-16,18.2,21.9,39.2,0
2019-09-17,15.2,24.0,26.3,0
2019-09-18,16.0,24.1,29.4,0
2019-09-19,15.3,33.3,32.9,0
2019-09-20,13.7,38.3,34.7,0
2019-09-21,14.6,31.6,18.4,0
2019-09-22,16.0,27.4,30.9,0
2019-09-23,17.4,24.2,31.7,0
2019-09-24,19.7,28.0,29.0,0
2019-09-25,21.9,30.7,19.7,0
2019-09-26,21.4,30.7,23.8,0
2019-09-27,19.6,39.8,28.0,0
2019-09-28,15.2,38.0,35.1,3
2019-09-29,9.6,31.7,27.8,2
2019-09-30,8.6,32.5,22.2,0
2019-10-01,8.8,34.4,23.2,0
2019-10-02,9.5,31.5,20.1,0
2019-10-03,11.4,24.7,23.0,0
2019-10-04,12.4,19.9,25.5,0
2019-10-05,13.2,21.0,20.7,0
2019-10-06,15.0,21.4,23.2,0
2019-10-07,14.3,22.9,15.7,0
2019-10-08,15.8,23.2,17.5,0
2019-10-09,12.4,21.5,48.7,0
2019-10-10,6.6,16.7,35.5,0
2019-10-11,6.5,13.5,19.8,0
2019-10-12,7.9,11.5,16.4,0
2019-10-13,9.3,16.9,24.1,0
2019-10-14,11.8,21.4,14.8,0
2019-10-15,11.8,20.9,18.4,0
2019-10-16,12.7,23.7,29.5,0
2019-10-17,14.0,27.2,41.4,0
2019-10-18,9.8,25.0,26.9,0
2019-10-19,10.0,29.0,41.9,0
2019-10-20,11.9,30.2,31.4,0
2019-10-21,14.3,32.4,36.3,0
2019-10-22,13.2,27.4,21.1,0
2019-10-23,13.4,27.0,24.6,0
2019-10-24,12.1,17.9,22.4,0
2019-10-25,11.8,19.1,18.4,0
2019-10-26,11.9,23.2,24.8,0
2019-10-27,4.1,30.3,45.5,0
2019-10-28,2.1,24.9,26.9,0
2019-10-29,3.2,21.9,56.3,0
2019-10-30,-1.9,20.5,20.1,0
2019-10-31,0.8,14.3,18.3,0
2019-11-01,6.1,11.4,16.6,0
2019-11-02,7.3,18.3,17.1,0
2019-11-03,8.2,19.4,20.6,0
2019-11-04,10.4,21.1,21.4,0
2019-11-05,9.6,29.0,17.1,0
2019-11-06,9.0,26.0,17.6,0
2019-11-07,8.7,22.3,22.4,0
2019-11-08,8.7,21.0,19.1,0
2019-11-09,8.5,20.2,17.7,0
2019-11-10,9.7,20.2,22.2,0
2019-11-11,11.0,26.6,20.2,0
2019-11-12,9.3,34.3,17.1,0
2019-11-13,9.0,33.8,18.8,0
2019-11-14,11.1,25.9,15.8,0
2019-11-15,10.2,30.9,18.3,0
2019-11-16,9.8,31.1,20.7,0
2019-11-17,10.1,27.7,22.5,0
2019-11-18,8.8,31.8,16.4,0
2019-11-19,7.6,33.7,25.9,0
2019-11-20,5.1,70.8,32.0,10
2019-11-21,3.1,84.3,13.5,10
2019-11-22,5.3,75.6,15.1,2
2019-11-23,3.9,65.4,18.9,0
2019-11-24,3.3,59.0,19.1,0
2019-11-25,0.6,54.7,60.9,0
2019-11-26,-0.6,44.7,34.9,0
2019-11-27,-1.2,83.0,35.2,10
2019-11-28,-3.6,88.1,18.5,10
2019-11-29,-4.8,86.1,13.3,7
2019-11-30,-7.4,81.6,17.8,2
2019-12-01,-1.2,80.3,13.7,10
2019-12-02,-0.9,79.6,17.1,0
2019-12-03,0.2,83.5,12.3,0
2019-12-04,1.5,93.0,12.1,10
2019-12-05,0.1,91.5,11.7,10
2019-12-06,1.7,85.8,17.0,2
2019-12-07,5.3,86.2,19.6,5
2019-12-08,5.1,76.7,18.7,5
2019-12-09,3.3,66.0,16.6,0
2019-12-10,0.3,70.5,16.4,0
2019-12-11,2.8,69.6,15.7,2
2019-12-12,4.8,71.2,13.0,0
2019-12-13,5.8,71.9,11.7,2
2019-12-14,6.8,49.9,26.4,0
2019-12-15,4.3,41.9,48.8,0
2019-12-16,0.2,40.4,18.8,0
2019-12-17,1.3,31.3,19.3,0
2019-12-18,2.3,29.4,16.4,0
2019-12-19,2.9,37.5,13.9,0
2019-12-20,2.0,53.9,14.1,0
2019-12-21,5.6,41.6,31.2,0
2019-12-22,9.7,23.2,46.5,2
2019-12-23,3.7,79.3,27.7,4
2019-12-24,2.0,84.5,9.4,10
2019-12-25,1.6,69.9,27.7,2
2019-12-26,1.8,80.2,24.1,2
2019-12-27,1.9,50.1,42.5,0
2019-12-28,6.6,27.6,42.5,0
2019-12-29,3.2,53.9,22.3,2
2019-12-30,2.9,64.5,18.3,1
2019-12-31,2.4,58.8,28.0,0
