datetime,SQM_1_temp,SQM_1_humidity,SQM_1_windspeed,SQM_1_conditions
2018-04-30,13.1,14.2,27.7,0
2018-05-01,14.0,14.5,29.2,2
2018-05-02,13.8,16.4,33.1,5
2018-05-03,11.9,14.4,23.8,0
2018-05-04,10.8,15.0,22.7,0
2018-05-05,11.1,15.9,19.8,3
2018-05-06,11.2,13.5,22.0,5
2018-05-07,10.5,17.4,22.0,0
2018-05-08,10.6,25.9,28.4,2
2018-05-09,8.6,49.0,42.5,2
2018-05-10,6.8,52.8,32.0,0
2018-05-11,8.9,16.7,22.0,0
2018-05-12,9.9,12.7,25.2,0
2018-05-13,9.6,16.2,22.0,0
2018-05-14,9.4,17.7,25.2,2
2018-05-15,10.6,13.4,21.2,2
2018-05-16,9.7,15.5,18.0,0
2018-05-17,9.9,16.6,29.9,0
2018-05-18,8.9,19.5,27.4,0
2018-05-19,9.2,10.8,20.9,0
2018-05-20,9.9,9.3,22.0,2
2018-05-21,9.0,10.4,27.7,2
2018-05-22,9.1,8.2,21.2,0
2018-05-23,7.9,8.4,17.6,0
2018-05-24,8.0,7.7,16.2,0
2018-05-25,8.6,11.6,19.1,2
2018-05-26,8.7,18.8,23.4,2
2018-05-27,9.3,22.2,23.8,0
2018-05-28,8.7,23.1,25.6,0
2018-05-29,7.9,28.2,24.8,2
2018-05-30,7.5,26.2,23.0,10
2018-05-31,6.6,27.1,27.4,0
2018-06-01,6.0,28.0,32.4,2
2018-06-02,7.4,17.1,24.1,2
2018-06-03,7.2,14.9,27.4,2
2018-06-04,6.5,20.7,31.0,2
2018-06-05,7.4,20.0,18.0,1
2018-06-06,6.9,17.6,32.4,2
2018-06-07,6.4,19.0,24.8,0
2018-06-08,7.0,19.6,27.7,0
2018-06-09,6.8,30.3,33.1,0
2018-06-10,4.4,68.3,45.7,0
2018-06-11,2.5,65.6,43.9,2
2018-06-12,3.3,61.0,34.6,0
2018-06-13,4.6,40.3,32.8,2
2018-06-14,4.4,44.5,16.9,2
2018-06-15,4.5,42.3,15.5,0
2018-06-16,5.5,25.2,32.0,0
2018-06-17,7.0,23.0,26.3,0
2018-06-18,8.9,15.0,22.7,0
2018-06-19,9.1,11.5,22.3,0
2018-06-20,9.7,13.0,24.8,0
2018-06-21,10.6,16.7,22.0,2
2018-06-22,10.7,20.6,23.4,2
2018-06-23,8.2,35.8,27.4,2
2018-06-24,5.3,42.2,33.1,0
2018-06-25,5.2,30.8,30.6,0
2018-06-26,5.1,26.8,22.3,0
2018-06-27,6.5,24.7,19.8,0
2018-06-28,5.5,37.6,26.6,2
2018-06-29,5.8,27.0,24.8,2
2018-06-30,6.8,21.7,30.2,2
2018-07-01,7.8,33.9,36.4,2
2018-07-02,8.3,38.4,18.7,2
2018-07-03,7.6,42.8,36.7,2
2018-07-04,6.6,44.1,31.0,0
2018-07-05,6.8,24.9,30.6,0
2018-07-06,7.2,18.4,27.7,2
2018-07-07,9.1,8.9,21.6,1
2018-07-08,9.2,13.8,21.6,2
2018-07-09,8.0,17.1,17.3,0
2018-07-10,8.3,11.6,21.6,2
2018-07-11,8.8,14.6,18.0,1
2018-07-12,8.9,14.5,18.7,2
2018-07-13,8.8,10.5,16.2,2
2018-07-14,9.6,13.2,28.1,0
2018-07-15,9.1,20.0,21.6,0
2018-07-16,8.6,34.7,27.4,0
2018-07-17,7.7,38.8,31.3,0
2018-07-18,6.7,47.2,31.7,2
2018-07-19,3.7,79.8,47.2,2
2018-07-20,6.4,43.0,19.4,0
2018-07-21,6.7,22.8,27.0,2
2018-07-22,6.8,53.6,23.8,2
2018-07-23,6.7,42.6,25.9,2
2018-07-24,6.4,43.0,32.8,2
2018-07-25,7.6,49.1,22.0,2
2018-07-26,7.5,42.9,27.0,2
2018-07-27,4.7,71.1,49.0,2
2018-07-28,5.4,49.9,32.4,2
2018-07-29,6.1,22.1,30.6,1
2018-07-30,6.7,14.9,26.3,1
2018-07-31,7.6,13.1,35.3,2
2018-08-01,8.2,19.4,35.6,2
2018-08-02,4.7,62.6,23.0,2
2018-08-03,6.0,45.9,30.6,2
2018-08-04,6.1,37.2,22.7,3
2018-08-05,6.0,33.6,26.3,8
2018-08-06,8.3,23.9,24.5,0
2018-08-07,7.6,20.7,29.2,0
2018-08-08,9.2,14.7,18.0,2
2018-08-09,10.1,12.5,19.1,0
2018-08-10,10.6,11.6,23.0,0
2018-08-11,10.5,10.7,22.7,0
2018-08-12,9.9,10.2,28.4,0
2018-08-13,7.8,14.6,25.9,0
2018-08-14,7.8,15.2,23.0,0
2018-08-15,8.4,14.6,20.2,0
2018-08-16,9.2,9.3,22.7,0
2018-08-17,9.7,11.1,24.1,0
2018-08-18,9.7,12.6,37.8,2
2018-08-19,8.7,11.6,25.9,2
2018-08-20,7.0,17.4,32.4,0
2018-08-21,6.6,22.7,27.0,0
2018-08-22,7.8,21.8,31.7,0
2018-08-23,7.5,25.3,37.8,0
2018-08-24,8.8,23.1,29.2,0
2018-08-25,9.6,14.9,25.9,0
2018-08-26,10.4,14.9,31.3,0
2018-08-27,10.0,13.0,28.1,0
2018-08-28,9.1,12.2,32.0,0
2018-08-29,9.7,18.4,36.0,0
2018-08-30,8.3,26.5,36.0,0
2018-08-31,7.4,27.5,40.0,0
2018-09-01,4.8,29.6,48.2,0
2018-09-02,7.8,18.0,29.2,0
2018-09-03,11.7,7.7,27.7,0
2018-09-04,12.9,12.8,31.3,0
2018-09-05,12.3,10.9,29.9,0
2018-09-06,12.5,12.3,31.3,0
2018-09-07,12.6,13.8,30.2,0
2018-09-08,12.9,11.5,28.4,0
2018-09-09,12.3,14.2,27.7,0
2018-09-10,12.8,13.6,30.6,0
2018-09-11,11.4,18.4,32.8,0
2018-09-12,10.2,19.7,33.5,2
2018-09-13,8.2,24.9,40.3,2
2018-09-14,7.9,24.3,35.6,2
2018-09-15,7.1,29.6,43.2,2
2018-09-16,6.5,37.0,31.7,0
2018-09-17,8.4,19.5,33.1,0
2018-09-18,9.3,17.0,33.1,2
2018-09-19,10.4,14.1,28.4,0
2018-09-20,12.2,12.9,33.1,2
2018-09-21,13.0,12.3,34.6,0
2018-09-22,13.5,9.2,29.5,0
2018-09-23,13.1,11.8,30.6,0
2018-09-24,12.7,16.5,33.5,0
2018-09-25,11.6,19.4,34.2,0
2018-09-26,10.6,19.8,33.8,0
2018-09-27,11.7,16.8,30.2,0
2018-09-28,13.3,14.8,34.2,0
2018-09-29,12.9,16.3,33.5,0
2018-09-30,12.9,16.5,34.9,0
2018-10-01,13.0,13.8,34.2,0
2018-10-02,13.0,12.4,32.8,0
2018-10-03,13.3,8.9,15.8,2
2018-10-04,14.5,16.5,25.9,2
2018-10-05,14.4,31.1,33.1,2
2018-10-06,13.4,32.5,36.0,2
2018-10-07,12.0,33.8,38.2,0
2018-10-08,11.3,30.2,31.0,0
2018-10-09,11.5,27.4,33.8,0
2018-10-10,11.7,34.4,33.8,0
2018-10-11,10.6,41.4,37.1,0
2018-10-12,9.9,44.9,33.1,10
2018-10-13,10.5,32.1,37.1,0
2018-10-14,11.0,21.0,28.8,0
2018-10-15,11.4,15.9,35.6,0
2018-10-16,10.3,24.8,42.1,0
2018-10-17,10.8,22.9,37.1,0
2018-10-18,12.9,14.9,27.7,2
2018-10-19,14.1,12.9,31.0,5
2018-10-20,14.5,14.9,31.3,5
2018-10-21,14.2,15.4,31.3,5
2018-10-22,14.5,13.9,30.6,5
2018-10-23,13.5,21.4,33.5,5
2018-10-24,13.0,23.1,33.1,2
2018-10-25,12.7,24.8,36.4,0
2018-10-26,13.3,24.5,33.1,2
2018-10-27,14.3,19.4,36.0,0
2018-10-28,14.0,24.8,32.4,2
2018-10-29,14.5,23.1,37.8,0
2018-10-30,14.3,24.8,35.6,0
2018-10-31,14.8,18.1,36.7,0
2018-11-01,16.4,19.6,33.1,3
2018-11-02,14.8,27.1,37.4,2
2018-11-03,14.3,31.3,38.5,2
2018-11-04,14.0,31.1,34.6,0
2018-11-05,14.2,26.2,36.0,0
2018-11-06,14.3,21.5,32.8,0
2018-11-07,15.6,16.5,30.6,3
2018-11-08,15.9,19.3,31.7,0
2018-11-09,15.6,23.2,33.5,0
2018-11-10,15.2,21.6,31.3,0
2018-11-11,14.4,21.1,33.1,2
2018-11-12,12.3,22.0,37.8,2
2018-11-13,11.9,18.2,34.6,0
2018-11-14,13.5,11.4,32.0,0
2018-11-15,15.2,16.7,37.1,2
2018-11-16,15.0,23.4,35.6,0
2018-11-17,14.9,28.4,34.9,2
2018-11-18,15.4,24.7,31.3,2
2018-11-19,16.0,21.9,34.9,0
2018-11-20,15.7,22.7,34.2,0
2018-11-21,15.6,22.1,36.0,2
2018-11-22,14.4,27.7,35.6,0
2018-11-23,13.8,27.4,30.2,3
2018-11-24,14.5,25.0,31.3,0
2018-11-25,15.0,26.7,32.0,0
2018-11-26,14.0,30.3,34.2,0
2018-11-27,13.6,32.6,31.3,0
2018-11-28,13.5,32.3,36.7,0
2018-11-29,12.6,31.2,34.2,3
2018-11-30,12.2,27.2,34.6,0
2018-12-01,11.5,26.5,36.0,0
2018-12-02,11.6,24.4,37.1,0
2018-12-03,11.0,26.8,37.8,0
2018-12-04,10.4,27.2,38.9,0
2018-12-05,10.7,30.9,34.2,0
2018-12-06,12.2,22.4,34.9,0
2018-12-07,13.9,15.6,34.6,2
2018-12-08,15.7,9.5,35.6,2
2018-12-09,17.2,8.8,35.3,2
2018-12-10,18.1,13.2,38.2,2
2018-12-11,18.4,16.0,33.1,2
2018-12-12,18.4,17.0,37.8,0
2018-12-13,17.2,25.6,40.0,5
2018-12-14,16.1,28.0,34.2,2
2018-12-15,16.7,24.3,38.2,5
2018-12-16,16.9,22.3,35.6,5
2018-12-17,16.5,26.1,44.3,2
2018-12-18,14.7,30.1,41.0,2
2018-12-19,14.5,28.2,32.8,5
2018-12-20,14.2,24.2,34.2,0
2018-12-21,13.9,25.1,36.4,5
2018-12-22,14.1,24.0,33.1,2
2018-12-23,15.1,23.2,36.0,0
2018-12-24,16.0,21.0,35.3,3
2018-12-25,16.1,21.3,32.4,2
2018-12-26,17.2,25.0,37.8,2
2018-12-27,16.2,31.5,36.7,2
2018-12-28,15.7,32.0,37.8,2
2018-12-29,15.9,34.2,40.0,2
2018-12-30,16.6,37.0,43.2,2
2018-12-31,17.1,35.6,38.5,2
2019-01-01,16.8,38.3,38.5,2
2019-01-02,16.5,45.8,30.6,4
2019-01-03,16.9,42.7,40.7,5
2019-01-04,16.5,35.3,40.0,2
2019-01-05,16.0,32.8,36.0,2
2019-01-06,14.9,33.7,40.7,0
2019-01-07,13.9,38.5,37.4,0
2019-01-08,13.6,37.8,37.8,0
2019-01-09,12.9,37.4,35.6,0
2019-01-10,13.0,38.5,29.9,0
2019-01-11,13.0,41.7,34.2,5
2019-01-12,13.0,42.3,31.7,2
2019-01-13,13.8,35.0,29.9,2
2019-01-14,14.8,28.9,34.6,2
2019-01-15,15.2,23.7,34.2,5
2019-01-16,16.3,24.2,36.7,5
2019-01-17,16.9,25.6,36.4,0
2019-01-18,16.6,29.0,36.7,5
2019-01-19,17.6,29.5,34.6,2
2019-01-20,17.7,24.6,32.8,2
2019-01-21,17.9,24.5,32.0,2
2019-01-22,19.1,28.2,36.4,2
2019-01-23,19.2,31.0,35.6,2
2019-01-24,19.9,27.3,36.0,2
2019-01-25,19.0,35.8,38.5,2
2019-01-26,19.2,38.3,42.8,2
2019-01-27,17.7,48.7,36.0,2
2019-01-28,17.7,48.8,37.4,2
2019-01-29,15.4,60.5,37.4,4
2019-01-30,14.1,60.4,30.6,4
2019-01-31,14.1,68.1,38.2,4
2019-02-01,14.3,63.7,35.6,2
2019-02-02,17.2,51.0,28.4,1
2019-02-03,18.3,44.4,27.7,5
2019-02-04,17.7,44.8,28.8,2
2019-02-05,18.7,43.2,40.0,2
2019-02-06,17.6,48.0,40.3,2
2019-02-07,16.6,52.9,30.6,4
2019-02-08,15.4,57.6,32.8,4
2019-02-09,14.0,56.5,32.4,5
2019-02-10,14.7,53.4,37.4,2
2019-02-11,15.7,49.8,34.2,5
2019-02-12,16.3,50.5,36.4,5
2019-02-13,15.8,36.9,38.9,2
2019-02-14,15.2,27.4,30.6,2
2019-02-15,16.0,29.1,31.7,2
2019-02-16,15.7,33.5,30.2,0
2019-02-17,15.4,37.9,31.7,2
2019-02-18,14.7,34.3,35.3,2
2019-02-19,14.1,34.7,33.5,0
2019-02-20,14.9,35.0,32.0,0
2019-02-21,16.0,33.3,35.3,0
2019-02-22,18.1,31.2,36.4,0
2019-02-23,17.7,36.2,38.2,0
2019-02-24,15.4,41.7,36.7,0
2019-02-25,13.9,45.3,35.6,3
2019-02-26,13.4,48.3,36.7,3
2019-02-27,13.8,44.0,34.2,2
2019-02-28,14.7,34.0,33.8,2
2019-03-01,14.7,33.2,33.1,2
2019-03-02,14.8,36.4,33.5,2
2019-03-03,15.2,36.3,32.4,0
2019-03-04,14.8,28.1,32.0,0
2019-03-05,16.3,22.2,33.1,0
2019-03-06,16.4,24.3,33.1,2
2019-03-07,15.7,26.7,30.6,2
2019-03-08,15.3,27.3,29.9,2
2019-03-09,15.2,26.1,33.1,5
2019-03-10,15.2,26.8,34.6,3
2019-03-11,14.0,31.6,37.1,0
2019-03-12,13.6,29.3,30.6,0
2019-03-13,13.2,26.6,32.4,0
2019-03-14,12.7,28.3,30.6,0
2019-03-15,12.4,30.1,32.8,0
2019-03-16,12.2,28.7,31.3,0
2019-03-17,12.3,27.1,31.0,3
2019-03-18,13.6,23.8,32.0,0
2019-03-19,13.9,27.3,29.2,2
2019-03-20,14.4,25.4,34.2,3
2019-03-21,13.7,25.8,30.6,0
2019-03-22,13.9,22.5,29.5,0
2019-03-23,14.1,22.3,33.1,0
2019-03-24,13.9,24.0,32.8,0
2019-03-25,13.4,29.3,30.2,0
2019-03-26,13.4,27.7,29.5,3
2019-03-27,13.9,22.2,33.1,0
2019-03-28,13.7,22.8,29.5,2
2019-03-29,15.5,15.2,23.4,2
2019-03-30,15.1,23.8,24.5,5
2019-03-31,15.4,29.3,29.5,0
2019-04-01,14.0,35.2,34.2,3
2019-04-02,13.2,40.8,27.4,3
2019-04-03,12.5,51.6,26.3,2
2019-04-04,10.4,61.6,30.6,0
2019-04-05,9.4,59.8,27.4,3
2019-04-06,10.7,35.8,22.0,0
2019-04-07,12.8,19.3,25.2,0
2019-04-08,13.3,17.0,24.8,0
2019-04-09,12.6,16.1,27.7,0
2019-04-10,12.2,16.4,28.8,0
2019-04-11,11.7,21.5,30.6,0
2019-04-12,10.1,24.7,35.3,0
2019-04-13,9.8,21.9,26.6,0
2019-04-14,11.1,16.4,28.8,0
2019-04-15,12.3,12.9,20.5,2
2019-04-16,13.8,16.0,24.8,2
2019-04-17,14.3,14.0,27.0,2
2019-04-18,13.3,13.7,29.2,0
2019-04-19,12.8,10.6,29.5,0
2019-04-20,13.1,10.8,27.4,0
2019-04-21,11.1,16.0,31.0,0
2019-04-22,10.6,21.4,28.1,0
2019-04-23,10.7,29.3,32.0,0
2019-04-24,10.5,37.4,32.0,0
2019-04-25,10.1,39.0,37.1,0
2019-04-26,9.7,48.1,35.6,0
2019-04-27,10.5,39.0,22.0,0
2019-04-28,12.7,15.4,25.9,0
2019-04-29,12.3,19.9,27.7,0
2019-04-30,10.4,27.4,30.2,0
2019-05-01,10.8,16.7,23.8,0
2019-05-02,11.3,16.2,27.7,0
2019-05-03,12.1,17.4,29.5,0
2019-05-04,11.3,20.5,23.8,2
2019-05-05,12.7,16.4,19.4,2
2019-05-06,14.4,12.0,23.4,2
2019-05-07,13.9,20.1,26.3,2
2019-05-08,12.7,32.0,29.2,2
2019-05-09,10.3,47.0,37.4,1
2019-05-10,8.9,56.7,40.3,2
2019-05-11,5.8,55.8,38.2,0
2019-05-12,8.3,25.8,24.1,0
2019-05-13,8.9,15.1,18.7,0
2019-05-14,9.4,21.8,21.6,0
2019-05-15,9.5,17.8,21.6,0
2019-05-16,9.5,23.7,26.6,2
2019-05-17,8.6,29.4,27.0,0
2019-05-18,9.2,23.7,23.0,2
2019-05-19,9.3,25.2,25.9,2
2019-05-20,6.2,44.4,43.6,0
2019-05-21,5.7,40.9,37.1,2
2019-05-22,5.3,33.3,34.2,0
2019-05-23,5.8,22.3,19.8,0
2019-05-24,7.3,9.5,16.9,2
2019-05-25,7.8,15.6,29.5,2
2019-05-26,6.6,29.5,32.8,2
2019-05-27,5.7,49.4,41.8,2
2019-05-28,7.1,41.1,30.6,2
2019-05-29,7.2,37.9,37.1,0
2019-05-30,6.1,43.0,38.5,0
2019-05-31,6.0,42.6,32.0,0
2019-06-01,5.9,35.7,33.1,0
2019-06-02,7.5,19.8,15.5,0
2019-06-03,10.0,8.2,15.5,0
2019-06-04,11.6,8.4,22.7,0
2019-06-05,12.6,9.2,26.6,2
2019-06-06,11.0,9.3,24.1,0
2019-06-07,10.8,8.5,30.6,2
2019-06-08,10.4,7.3,19.8,2
2019-06-09,9.7,8.0,22.3,2
2019-06-10,9.7,11.1,24.1,2
2019-06-11,8.2,17.8,32.4,2
2019-06-12,8.1,22.6,31.3,2
2019-06-13,7.5,29.0,33.5,2
2019-06-14,7.8,29.5,23.0,2
2019-06-15,5.4,72.8,28.4,2
2019-06-16,6.4,56.6,31.0,0
2019-06-17,6.7,45.9,29.9,0
2019-06-18,8.3,23.6,19.8,0
2019-06-19,11.6,9.2,19.4,0
2019-06-20,11.9,8.5,19.4,0
2019-06-21,12.3,10.7,21.6,0
2019-06-22,13.1,11.1,22.3,0
2019-06-23,12.8,8.6,23.4,0
2019-06-24,10.5,21.3,27.7,0
2019-06-25,4.7,39.1,27.4,2
2019-06-26,5.3,36.1,20.5,0
2019-06-27,6.8,23.1,31.7,0
2019-06-28,6.2,37.2,38.2,0
2019-06-29,7.3,40.0,37.1,0
2019-06-30,7.4,43.4,31.3,2
2019-07-01,9.2,33.9,29.5,2
2019-07-02,8.1,41.9,41.0,2
2019-07-03,7.5,57.2,27.7,0
2019-07-04,8.5,33.4,24.8,2
2019-07-05,10.9,13.5,18.4,2
2019-07-06,10.5,9.3,19.8,1
2019-07-07,10.9,11.6,20.5,2
2019-07-08,11.2,15.5,22.0,0
2019-07-09,11.2,22.1,28.4,2
2019-07-10,11.3,23.6,22.3,2
2019-07-11,9.9,22.1,31.0,0
2019-07-12,8.8,26.3,28.4,2
2019-07-13,8.2,28.4,26.6,2
2019-07-14,7.5,26.3,26.6,2
2019-07-15,7.6,23.1,25.6,2
2019-07-16,7.6,17.8,22.0,2
2019-07-17,8.3,12.5,23.0,0
2019-07-18,8.3,11.0,21.6,0
2019-07-19,9.1,7.6,22.3,0
2019-07-20,9.1,9.6,29.9,0
2019-07-21,6.7,22.0,28.8,2
2019-07-22,6.2,35.0,37.4,2
2019-07-23,4.2,66.6,35.3,2
2019-07-24,1.2,77.5,37.4,2
2019-07-25,0.3,40.9,22.0,0
2019-07-26,5.8,7.5,20.9,0
2019-07-27,8.5,7.4,24.1,2
2019-07-28,6.8,9.7,28.8,0
2019-07-29,7.1,9.2,18.7,0
2019-07-30,10.7,7.7,23.0,0
2019-07-31,11.2,10.3,29.2,0
2019-08-01,9.1,18.0,36.7,0
2019-08-02,5.2,16.6,22.3,0
2019-08-03,8.7,4.9,30.2,0
2019-08-04,10.1,3.6,19.1,0
2019-08-05,10.7,3.7,23.8,0
2019-08-06,9.7,3.5,27.4,2
2019-08-07,9.7,6.0,30.2,2
2019-08-08,7.8,20.5,36.7,2
2019-08-09,5.7,29.5,28.1,0
2019-08-10,7.2,10.6,26.3,0
2019-08-11,6.6,12.8,29.5,0
2019-08-12,8.7,12.3,17.3,0
2019-08-13,10.8,6.7,17.6,2
2019-08-14,10.6,7.9,23.4,2
2019-08-15,12.1,15.8,24.5,2
2019-08-16,11.6,20.6,28.8,2
2019-08-17,10.8,20.2,29.9,2
2019-08-18,10.2,15.3,30.2,2
2019-08-19,9.5,17.1,25.6,0
2019-08-20,10.9,10.8,18.4,0
2019-08-21,11.3,8.8,23.8,0
2019-08-22,12.1,8.9,30.2,0
2019-08-23,11.4,13.7,29.9,0
2019-08-24,11.0,16.2,28.4,0
2019-08-25,9.8,18.0,31.7,0
2019-08-26,11.3,13.3,28.1,0
2019-08-27,12.9,9.8,22.7,0
2019-08-28,12.5,11.7,30.6,0
2019-08-29,12.4,12.8,35.3,0
2019-08-30,11.1,9.3,33.5,0
2019-08-31,9.4,11.8,34.6,0
2019-09-01,8.9,17.4,34.2,0
2019-09-02,9.1,15.4,32.4,2
2019-09-03,9.3,15.1,35.3,2
2019-09-04,9.6,23.3,34.9,2
2019-09-05,10.1,25.7,34.9,2
2019-09-06,9.7,35.8,41.8,0
2019-09-07,8.9,46.1,40.7,2
2019-09-08,6.3,70.5,45.0,2
2019-09-09,6.1,49.7,43.9,0
2019-09-10,6.1,35.0,40.0,0
2019-09-11,6.1,34.1,34.9,0
2019-09-12,8.9,20.4,31.3,0
2019-09-13,10.1,25.3,36.7,0
2019-09-14,11.2,32.1,36.4,0
2019-09-15,10.9,30.1,35.6,0
2019-09-16,11.8,28.7,33.5,0
2019-09-17,10.6,28.2,43.9,0
2019-09-18,9.3,21.2,41.4,2
2019-09-19,8.3,17.3,38.2,2
2019-09-20,9.6,15.8,31.0,2
2019-09-21,12.5,10.7,28.8,2
2019-09-22,14.8,10.7,25.6,2
2019-09-23,15.8,13.3,28.1,2
2019-09-24,15.9,20.8,34.6,5
2019-09-25,13.8,24.7,25.9,0
2019-09-26,14.5,24.3,32.4,0
2019-09-27,14.3,19.6,30.6,0
2019-09-28,14.7,13.9,32.4,0
2019-09-29,14.3,16.6,32.4,0
2019-09-30,11.9,24.3,35.6,0
2019-10-01,9.9,36.1,37.8,0
2019-10-02,9.7,40.7,37.8,0
2019-10-03,9.4,40.5,39.6,0
2019-10-04,8.3,51.9,38.2,0
2019-10-05,7.3,43.9,32.0,0
2019-10-06,8.9,21.5,37.8,0
2019-10-07,11.4,12.9,31.3,0
2019-10-08,13.0,12.0,31.3,0
2019-10-09,14.6,9.4,28.1,0
2019-10-10,15.3,9.7,31.3,0
2019-10-11,14.6,13.0,34.6,0
2019-10-12,13.7,15.6,34.2,0
2019-10-13,12.5,20.8,36.7,3
2019-10-14,11.7,25.3,39.2,0
2019-10-15,11.9,26.5,36.0,0
2019-10-16,12.2,24.4,34.9,0
2019-10-17,11.7,25.1,36.0,0
2019-10-18,12.7,20.1,32.8,2
2019-10-19,11.4,32.8,39.6,2
2019-10-20,11.0,42.7,34.6,0
2019-10-21,12.5,24.5,33.5,0
2019-10-22,13.0,21.1,38.2,2
2019-10-23,12.3,23.5,31.7,0
2019-10-24,12.8,15.5,32.8,0
2019-10-25,13.9,12.3,31.7,0
2019-10-26,14.7,13.1,35.6,0
2019-10-27,15.1,11.6,30.6,2
2019-10-28,15.9,11.6,31.0,2
2019-10-29,15.8,13.8,32.4,2
2019-10-30,15.5,12.7,23.0,2
2019-10-31,17.6,17.7,37.1,2
2019-11-01,15.6,25.9,32.8,0
2019-11-02,16.2,20.8,34.2,3
2019-11-03,14.6,29.4,34.2,3
2019-11-04,13.0,31.6,31.0,0
2019-11-05,13.8,28.6,31.7,0
2019-11-06,14.2,26.9,30.6,2
2019-11-07,15.8,22.7,34.6,0
2019-11-08,15.9,22.9,34.2,0
2019-11-09,15.6,24.0,33.1,0
2019-11-10,16.3,20.5,33.5,5
2019-11-11,15.3,19.4,30.6,2
2019-11-12,15.2,22.9,37.4,2
2019-11-13,14.1,32.2,32.0,0
2019-11-14,14.6,28.4,32.0,0
2019-11-15,15.8,28.9,38.5,2
2019-11-16,15.5,33.4,34.6,2
2019-11-17,15.7,30.4,33.8,2
2019-11-18,16.8,22.7,34.6,0
2019-11-19,16.5,31.2,38.2,0
2019-11-20,16.7,28.4,36.7,0
2019-11-21,16.3,27.6,32.8,0
2019-11-22,16.0,31.2,38.9,0
2019-11-23,16.8,34.5,39.2,3
2019-11-24,15.6,33.6,35.3,0
2019-11-25,14.2,34.7,37.1,0
2019-11-26,13.8,24.4,34.2,2
2019-11-27,14.7,16.2,32.8,2
2019-11-28,15.3,16.8,36.7,0
2019-11-29,14.9,17.8,32.8,0
2019-11-30,15.9,15.2,28.1,0
2019-12-01,15.6,16.5,32.4,5
2019-12-02,15.1,17.8,32.0,0
2019-12-03,13.5,23.9,37.8,0
2019-12-04,13.1,25.1,34.9,2
2019-12-05,14.0,23.0,33.8,2
2019-12-06,14.2,26.1,34.6,0
2019-12-07,13.4,24.5,34.2,0
2019-12-08,12.9,24.9,31.0,2
2019-12-09,13.7,25.3,31.3,2
2019-12-10,14.7,21.5,31.3,0
2019-12-11,15.0,22.1,34.6,0
2019-12-12,16.1,27.0,36.7,0
2019-12-13,16.1,29.1,32.4,0
2019-12-14,16.2,26.8,38.2,0
2019-12-15,15.3,30.1,32.4,0
2019-12-16,15.5,29.8,36.4,0
2019-12-17,15.1,26.9,32.4,2
2019-12-18,15.5,25.1,33.8,3
2019-12-19,15.6,23.0,35.6,0
2019-12-20,15.6,24.3,35.3,0
2019-12-21,15.9,23.2,33.5,3
2019-12-22,16.2,23.1,32.4,2
2019-12-23,17.5,23.7,34.6,0
2019-12-24,17.7,22.8,37.8,0
2019-12-25,17.3,23.4,37.8,0
2019-12-26,17.8,24.4,36.4,2
2019-12-27,16.5,31.6,39.6,5
2019-12-28,17.6,30.5,37.4,2
2019-12-29,17.7,32.0,37.8,2
2019-12-30,15.7,36.3,39.6,0
2019-12-31,16.0,33.8,40.0,0
