idx,headline,date,snippet,source,headline_sentiment,snippet_sentiment
142,ROBERT SHRIMSLEY THE NATIONAL CONVERSATION,08/06/2019,"“We are able to store dramatically more lithium in the same volume when the battery is charged,” Mr Berdichevsky said. “That lets us pack more energy into the same size battery, so you need fewer cells to make a pack.”",ft,0.0|1.0|0.0|0.0,0.0|0.941|0.059|0.3384
143,Japanese partners plan US clean power storage,31/05/2019,Johnson Matthey’s response is a £200m investment to make enhanced lithium nickel oxide (eLNO) batteries in Poland.,ft,0.0|0.69|0.31|0.4019,0.0|1.0|0.0|0.0
144,Betting on a ‘water battery’,29/05/2019,"With rival lithium producers complaining of pricing pressure, Albemarle’s performance demonstrated the defensiveness of its business model, said Goldman Sachs.",ft,0.0|1.0|0.0|0.0,0.241|0.759|0.0|-0.5267
145,Daimler leads $170m investment in battery start-up Sila,17/04/2019,"copper, cobalt, nickel and lithium that will be needed as the world shifts to cleaner forms of energy and transport. They are also generating plenty of cash that is being returned to shareholders, and are tackling the challenge or reducing water usage and the storage of waste material.",ft,0.0|1.0|0.0|0.0,0.054|0.848|0.098|0.0772
146,Lex.,03/04/2019,"electric vehicles on a large scale, the company has not been accorded a Tesla-like, or even lithium miner-like, valuation. Indeed, its London stock is, at 309p, about 100 points lower than a year ago. Its price has, however, perked up since the end of December.",ft,0.0|1.0|0.0|0.0,0.051|0.949|0.0|-0.296
147,The day in the markets,22/02/2019,"While lithium-ion batteries require a host of metals such as cobalt, lithium and nickel, most fuel cells only require platinum, of which there is an abundant supply, as a catalyst, at a level of around 0.5 to 0.6 grammes per kilowatt.",ft,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
148,Global miners count the cost of their failings,16/02/2019,"As well as renewable energy, miners are looking at how they can use electric vehicles to lower greenhouse gas emissions. At the huge Olympic Dam copper mine in South Australia, BHP, the world’s biggest miner, is trialling vehicles powered by lithium ion batteries in its underground fleet.",ft,0.314|0.686|0.0|-0.4939,0.043|0.832|0.126|0.5106
149,Glencore’s black flag snags in investors’ screens,04/02/2019,"piece of cake (4) Solution 16,03423 Lithium iron slug’s hollow ring HPRW L FRQ UDFHPH",ft,0.0|1.0|0.0|0.0,0.0|0.85|0.15|0.3182
150,China bets on hydrogen power,03/01/2019,"The country’s gold mines have already surpassed the total output of 2017, for example, while a plant for the production of lithium carbonate project in Kwekwe is off to a promising start. Critically, agriculture is increasingly being funded by the private sector.",ft,0.0|1.0|0.0|0.0,0.0|0.935|0.065|0.4019
151,Miners plot sustainable future,28/12/2018,"Dyson’s other forte is batteries. It already makes 7 per cent of the world’s lithium ion cells, to power devices such as its cordless floor cleaners.",ft,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
152,CROSSWORD,07/12/2018,Asian manufacturers have already signed up much of the available supply of raw materials such as lithium and cobalt.,ft,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
153,Zimbabwe has no choice but to embark on painful reforms,14/11/2018,"The bloc has cobalt, lithium, graphite and nickel deposits in France, Finland, Portugal, Spain and the Czech Republic, Mr Sefcovic said. Mr Srivastava said that with a combination of recycling and new, lower cobalt batteries, “there will be enough cobalt” in the near term.",ft,0.405|0.595|0.0|-0.6652,0.05|0.95|0.0|-0.296
154,A British inventor pivots to Asia,27/10/2018,"LITHIUM MINES #1,SALTFLATS,ATACAMA DESERT, CHILE, 2017 BY EDWARD BURTYNSKY",ft,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
155,EU battery jolt may fail to energise its auto sector,18/10/2018,"Even if carmakers have battery vehicles on the market, stepping up their output is challenging because the parts that go into them — batteries containing lithium, cobalt and other rare materials — are in high demand.",ft,0.238|0.544|0.218|-0.0772,0.043|0.912|0.046|0.0258
156,Brussels offers billions to spark electric car battery investment,16/10/2018,"So we had a lithium boom, a threefold run-up in the cobalt",ft,0.0|0.808|0.192|0.2263,0.0|1.0|0.0|0.0
157,Index,13/10/2018,"The start-up developed a suite of different technologies — blockchain, RFID and data matrix coding — to track diamonds from mines to retailers and is now diversifying to prove the provenance of fine wine, gemstones, metals and the lithium and cobalt in next-generation batteries.",ft,0.0|1.0|0.0|0.0,0.0|0.957|0.043|0.2023
158,Carmakers forced to speed up electric plans,08/10/2018,"Since then the group, led by deal-maker Sonny Wu, has appeared in a number of high-profile auctions for overseas assets. In the second half of last year it entered the race for a stake in SQM, the Chilean lithium producer, but was beaten by Tianqi, the Chinese battery maker.",ft,0.333|0.667|0.0|-0.4588,0.074|0.876|0.05|-0.4939
159,Palladium price soars as carmakers throw in sponge,01/10/2018,"The world of threatened beasts meshes with the spiralling descent of the poet’s mother into lithium tremors, depression and psychosis, triggered by the beatings and abuse by Petit’s father.",ft,0.0|1.0|0.0|0.0,0.295|0.705|0.0|-0.8979
160,‘Friends call it the Taj Mahal of trains’,11/08/2018,"• Klout, a Lithium Technologies product that created rating scores for social media users",ft,0.0|1.0|0.0|0.0,0.0|0.846|0.154|0.25
161,Nissan scraps $1bn sale of battery unit to Chinese buyout group,03/07/2018,"Even in that fantasy world, we will need a lot more copper, vanadium, lithium and other minerals to raise world living standards. Poor farmers in India with kerosene lamps will want electrified houses. Africans need electric generators and transmission lines to build an industrial economy. Of course the workers and",ft,0.0|1.0|0.0|0.0,0.06|0.914|0.025|-0.4215
162,Pascale Petit’s wilderness,26/05/2018,Panasonic has committed up to $1.6bn for the gigafactory and in turn been granted exclusivity in supplying lithium ion batteries for Tesla’s Model 3. It had expected these costly investments to start to pay off this year but that will now have to wait until Tesla increases production.,ft,0.0|1.0|0.0|0.0,0.049|0.89|0.062|0.1655
163,US groups put prudence before profit and quit Europe to avoid GDPR pitfalls,25/05/2018,"The Big Bang that started our universe made only the three lightest elements: hydrogen, helium and a little lithium (1).",ft,0.137|0.683|0.18|0.1779,0.0|1.0|0.0|0.0
164,Clean energy world needs strong mining sector,09/04/2018,"Solid state batteries, which Dyson has been developing for years, are a step change beyond lithium ion technology, with the ability to drive further and charge faster.",ft,0.0|0.331|0.669|0.7964,0.0|0.86|0.14|0.4404
165,Panasonic’s Tesla woes echo identity crisis across Japan Inc,04/04/2018,"Glencore gained 3.3 per cent to 415p, with Exane BNP Paribas positive on the group’s broad exposure to the “artisanal mining” of battery materials such as cobalt, nickel and lithium.",ft,0.5|0.5|0.0|-0.7906,0.0|0.819|0.181|0.7351
166,The gold in our stars,22/03/2018,"motors and lithium batteries drive the turbo pumps in the engine, rather than the more complex and expensive gas generators used in traditional rockets. The company 3D prints its engines, which dramatically reduces the time it takes to build each rocket.",ft,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
167,Dyson’s daring cars move reflects tech clout,15/02/2018,"The $182m VanEck Vectors Rare Earth/Strategic Metals ETF returned 81.4 per cent last year, while the more tightly focused $1.1bn Global X Lithium & Battery Technology ETF delivered a 64 per cent return.",ft,0.0|0.706|0.294|0.3612,0.0|0.91|0.09|0.4364
168,3i lifted by payout hopes amid retailer Action’s bond sale,30/01/2018,"Last month, Volkswagen launched a tender seeking a minium of five years’ supply of cobalt. “A secure and sustainable supply of raw materials for the Li-ion (lithium ion) battery will be the key factor to become e-mobility market leader,” it said.",ft,0.0|0.763|0.237|0.4215,0.0|0.905|0.095|0.4404
169,Space invaders,25/01/2018,"Elsewhere I have suggested why such drugs as lithium, prazosin, pioglitazone might in combination be effective and it would cost only $1m to demonstrate this.",ft,0.0|1.0|0.0|0.0,0.0|0.881|0.119|0.4767
170,Bitcoin sprinkles its sparkle on ETFs,08/01/2018,Chinese companies dominate global production of solar panels and are rapidly expanding in manufacturing of wind turbines and lithium batteries. They are in large part responsible for falling global costs of renewable power.,ft,0.0|0.641|0.359|0.4215,0.088|0.847|0.065|0.0516
171,Green revolution spreads to metals,06/12/2017,"Promoting electric cars is a good idea, for example. However, some of the biggest makers of lithium batteries have questionable governance records. And a lot of the cobalt in cathodes comes from a country tainted by child labour and powerful warlords.",ft,0.0|1.0|0.0|0.0,0.05|0.766|0.185|0.7184
172,Letters,04/12/2017,"An LME working group with 70 car-makers, battery producers and miners involved in electric vehicles is due to meet in London this week to discuss new futures contracts for lithium and cobalt that would allow users to manage their exposure to fluctuating prices.",ft,0.0|1.0|0.0|0.0,0.0|0.957|0.043|0.2263
173,A sharp reality check on the climate challenge,15/11/2017,The craze over electric vehicles has also sparked heavy trading in China in battery components such as lithium and cobalt.,ft,0.0|0.822|0.178|0.0772,0.078|0.922|0.0|-0.1531
174,A guide to winning over the ethical-investment sceptics,06/11/2017,"If the environmental and economic motivations are clear, Beijing also sees a competitive edge to exploit: while it has long lagged behind in the technology of combustion engines, it boasts two of the top-five lithium battery makers in the world, CATL and carmaker BYD.",ft,0.168|0.495|0.337|0.4019,0.077|0.832|0.092|0.1779
175,Metals trade eyes fresh spark from electric cars,31/10/2017,Dyson said it believed its development of solid state batteries — which can hold higher power and charge in less time than conventional lithium ion batteries — would help it compete with more established rivals.,ft,0.0|0.588|0.412|0.4939,0.0|0.878|0.122|0.5106
176,Subsidies help China towards electric vehicle dominance,24/10/2017,"Unlike other resources where Japan has faced shortages, from oil to lithium, platelets cannot be imported or stored for long.",ft,0.0|0.526|0.474|0.5423,0.078|0.922|0.0|-0.1531
177,China’s highly charged power play,13/10/2017,"Meanwhile, anticipation of rising demand for electric vehicles has pushed up prices for metals used in batteries such as copper, manganese, nickel and lithium as land-based deposits become depleted. In February, hedge funds including China’s Shanghai Chaos began stockpiling cobalt, which is used to enhance lithium-ion batteries.",ft,0.27|0.387|0.343|0.1458,0.103|0.87|0.028|-0.5859
178,UK tech group Dyson to tap battery expertise with move into electric cars,27/09/2017,"The UK was once at the forefront of the development of lithium ion battery technologies, especially lithium cobalt oxide, which is used in almost all laptops, tablets and smartphones. As with so many other technologies, the UK failed to derive much economic benefit from this.",ft,0.0|1.0|0.0|0.0,0.067|0.872|0.061|-0.0772
179,A scientific ‘moonshot’,05/09/2017,"lithium, and raising concerns about their environmental footprint.",ft,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
180,China miners plan voyage to bottom of sea to reinforce dominance as metals suppliers,21/08/2017,generous subsidies that once amounted to nearly 60 per cent of an electric vehicle’s price. Sales quadrupled in 2015 as a result. The craze over electric vehicles has even sparked heavy trading in China in commodities such as lithium and cobalt — key components for batteries.,ft,0.0|0.878|0.122|0.2023,0.034|0.896|0.07|0.4019
181,Letters,04/08/2017,"However, the price of lithium ion batteries have halved since 2014, and Mr Starace sees further falls ahead.",ft,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
182,Tesla’s giant battery to help tackle power shortages,08/07/2017,A laptop ban would also mean affected airlines quickly amending rules prohibiting lithium ion batteries being carried in hold baggage because of the risk of explosion. When the initial ban was announced in March airlines had just four days to implement changes.,ft,0.155|0.583|0.262|0.2732,0.228|0.772|0.0|-0.872
183,China defuses electric vehicle overload,28/06/2017,"A few seconds after the hypothetical Big Bang, the universe was operating as a nuclear-fusion reactor, converting nuclei of hydrogen (single protons) into the elements of helium, lithium and deuterium (an isotope of hydrogen with one proton and one neutron).",ft,0.385|0.615|0.0|-0.3612,0.0|1.0|0.0|0.0
184,Green revolution to charge ahead as battery power increases,20/06/2017,"A few seconds after the hypothetical Big Bang, the universe was operating as a nuclear-fusion reactor, converting nuclei of hydrogen (single protons) into the elements of helium, lithium and deuterium (an isotope of hydrogen with one proton and one neutron).",ft,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
185,US considers widening Mideast laptop ban to European flights,12/05/2017,"Electricity storage with lithium ion batteries is becoming a feasible option, both for supporting power grids and for individual consumers.",ft,0.31|0.69|0.0|-0.5574,0.0|0.861|0.139|0.4404
186,The big bounce,18/03/2017,"In the twilight the flats shone like points of diamond light; chlorides of sodium, potassium, magnesium, as well as borax and lithium, have turned the salt expanse a wedding-cake white tinged with grey.",ft,0.0|1.0|0.0|0.0,0.0|0.773|0.227|0.7351
187,THE BIG BOUNCE,18/03/2017,"during the sunniest hours to prevent them overloading the electrical grid. A more modern grid, combined with more flexible generation sources such as natural gas plants and more energy storage options such as the world’s largest lithium ion batteries planned for Los Angeles, will be needed to balance the grid.",ft,0.0|1.0|0.0|0.0,0.0|0.792|0.208|0.862
188,Carmakers pause before charging into electric market,23/11/2016,"As the market expands toward the ambitious official goal of selling 5m pure electric and hybrid plug-in vehicles a year by 2020, a host of Chinese lithium ion battery makers will be further incentivised to upgrade their technology.",ft,0.0|1.0|0.0|0.0,0.0|0.883|0.117|0.5423
189,LG Chem takes on Tesla in US home power storage market,27/10/2016,"longevity, lithium battery and “Catholic values” ETFs. The last one follows the investment guidelines set out by the US Conference of Catholic Bishops.",ft,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
190,High and dry,22/10/2016,"Batteries belong in the first class. They look today much like they did a century ago but the material used has changed, slowly, from lead to nickel to lithium. This is a reason to question the future of electric cars and keep open the option of developing fuel cells instead.",ft,0.0|1.0|0.0|0.0,0.0|0.964|0.036|0.1901
191,California’s cleaner dream,19/10/2016,"The greatest contributor to the price is the battery, which can account for a significant portion of the cost of an electric car. The dominant force in battery powered cars is costly lithium ion technology, the same used in laptops and mobile phones.",ft,0.0|0.213|0.787|0.4019,0.03|0.841|0.129|0.6808
192,Beijing sets its sights on new industries,19/08/2016,Cellennium’s great hope is a so-called redox flow battery that its advocates claim offers greater storage times and longer life than traditional lithium ion cells such as Tesla’s Powerwall.,ft,0.0|1.0|0.0|0.0,0.0|0.725|0.275|0.8591
193,Esoteric ETFs test niche bets to breaking point,02/08/2016,"To this end, Attila Krasznahorkay at Hungary’s Institute for Nuclear Physics, fired protons at lithium isotopes, which produced unstable beryllium nuclei. These beryllium",ft,0.0|1.0|0.0|0.0,0.225|0.775|0.0|-0.7269
194,"Relax about robots, worry about climate change",28/07/2016,"About 93 per cent of China’s cobalt units originate in the DRC, says Macquarie, the highest proportion of commodity supply from a single country. That is unlike other battery commodities such as lithium, where China can supply 17 per cent of its own supply.",ft,0.269|0.463|0.269|0.0,0.0|1.0|0.0|0.0
195,Electric cars must charge harder to get into fifth gear,26/07/2016,Nissan said that using a sodium compound within the battery instead of a carbon one could help it increase the energy density within a standard lithium ion battery by up to 150 per cent. Its current batteries have an energy density of up to 400 watt hours per litre.,ft,0.0|1.0|0.0|0.0,0.0|0.82|0.18|0.802
196,Thai start-up tries to outdo Tesla in green energy storage,01/07/2016,But Mr Landells’ view has evolved. His concern now is that a drone’s lithium battery could reach an engine core and cause it to blow up disastrously,ft,0.0|0.811|0.189|0.2732,0.0|0.956|0.044|0.0387
197,Physicists have opened up a thrilling wonderland,08/06/2016,"Lithium: Growing demand is seeing its price rise, but is the hype justified?",ft,0.0|0.617|0.383|0.4767,0.077|0.619|0.303|0.5647
198,China charges into cobalt to take batteries lead,26/05/2016,GM recently announced a supply contract with LG Chem for delivery of lithium — ion cells at a cost of $145/kWh which translates to $210/kWh for battery packs.,ft,0.231|0.769|0.0|-0.2732,0.0|1.0|0.0|0.0
199,Nissan looks to double electric cars’ battery power,23/05/2016,"Despite a recent rise in the price of lithium, the raw material used in the batteries that power most electric cars, battery costs have come down 70 per cent over the past five years to about $375 per kWh, says research by brokerage CLSA.",ft,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
200,"Drones, planes and the fear factor",02/05/2016,"While early electric bikes had heavy, cumbersome lead-acid batteries, the use of lithium means the battery can be hidden within what looks like a conventional water bottle.",ft,0.39|0.61|0.0|-0.4939,0.0|0.909|0.091|0.3612
201,Letters,25/04/2016,"them LED displays and lithium ion batteries, experts hailed the deal as a big breakthrough for multilateral trade negotiations.",ft,0.0|1.0|0.0|0.0,0.0|0.899|0.101|0.2263
202,Letters,21/04/2016,"Some techniques, such as pumping water, have been used for centuries. Others, such as lithium ion, are not yet commercially viable, but the pace of improvement in costs is impressive.",ft,0.0|1.0|0.0|0.0,0.0|0.768|0.232|0.8573
203,Hippy classic aims to switch happy campers to cooler fuel,19/01/2016,Then there is the cost of the lithium ion battery technology Tesla has chosen to employ.,ft,0.0|0.709|0.291|0.5719,0.0|1.0|0.0|0.0
204,The hidden helping hand,16/01/2016,"Both goals hinge on the success of a 1,000-acre, $5bn lithium ion battery factory under construction in the Nevada desert, known as the Gigafactory, that Tesla says will help drive down costs.",ft,0.0|0.27|0.73|0.6597,0.0|0.819|0.181|0.7506
205,Tech tariffs slashed in biggest WTO deal for nearly two decades,17/12/2015,"South Korea had objected to the deal struck by the US and China because it did not remove tariffs on important products such as LCD display panels and lithium ion batteries, according to people close to the negotiations.",ft,0.16|0.84|0.0|-0.2263,0.05|0.905|0.045|-0.0516
206,Energy storage is no longer just hot air,09/12/2015,"Called the Powerwall, Tesla’s battery, which uses standard lithium ion technology, comes in two sizes: a $3,500 10 kWh unit designed to provide back-up for a house if the traditional electricity grid goes down; and a $3,000 7 kWh version to help homes with solar panels handle daily fluctuations...",ft,0.214|0.583|0.204|-0.0258,0.0|0.942|0.058|0.4019
207,Musk’s vision of cheaper cars keeps powering Tesla stock,14/09/2015,acquisition of speciality chemical maker Taminco for $1.8bn. That followed Albemarle’s $6.2bn takeover of lithium specialist Rockwood.,ft,0.0|0.8|0.2|0.25,0.0|1.0|0.0|0.0
208,Time to accelerate,11/09/2015,but it has now trained its sights on producing lithium ion batteries for electric and hybrid cars.,ft,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
209,China clears way for global high-tech trade deal,20/07/2015,"storage devices: batteries and supercapacitors. The clay gets its conductivity from two-dimensional particles of titanium carbide, which are made into a water-absorbing paste through a simple reaction involving lithium fluoride and hydrochloric acid.",ft,0.0|0.843|0.157|0.0772,0.0|1.0|0.0|0.0
210,Tesla spurs stored power revolution,02/05/2015,,ft,0.0|1.0|0.0|0.0,0.0|0.0|0.0|0.0
211,Evonik eyes takeover bid for Clariant,27/03/2015,,ft,0.0|1.0|0.0|0.0,0.0|0.0|0.0|0.0
212,‘Growth drivers’ fail to excite investors,05/03/2015,,ft,0.33|0.377|0.292|-0.1027,0.0|0.0|0.0|0.0
213,Science,10/01/2015,,ft,0.0|1.0|0.0|0.0,0.0|0.0|0.0|0.0
